"item_id","frequency","mean_position","min_position","max_position","sd_position"
"X156",4164,1,1,1,0
"X432",2375,2.28378947368421,2,30,2.54253834176596
"X510",2208,3.65126811594203,2,32,4.54098171428168
"X775",1689,8.52989934872706,3,30,6.37264686070006
"X656",1645,9.39331306990881,3,30,6.36245671899432
"X1069",1600,11.755625,4,30,6.90964871666732
"X846",1545,10.9928802588997,3,30,7.1059214927349
"X391",1532,9.41840731070496,3,30,6.29696208434906
"X400",1513,9.41837409120952,3,30,6.25146380743139
"X831",1461,10.5701574264203,3,30,7.26919089088164
"X980",1451,13.184700206754,4,30,7.55487969025318
"X319",1380,13.5217391304348,5,30,6.16466973027037
"X602",1306,15.2848392036753,6,30,6.51423668227282
"X863",1285,13.0482490272374,4,30,7.46440194433119
"X822",1160,10.3827586206897,3,30,7.18929647151362
"X338",1154,15.9358752166378,5,30,6.99815703443447
"X1128",1105,17.5927601809955,6,30,5.87696483343958
"X357",1098,11.0573770491803,4,30,6.43524544971574
"X798",1041,16.3218059558117,6,30,6.18723833982893
"X1045",1037,16.1253616200579,4,30,7.1713516674889
"X884",1033,10.2758954501452,3,30,6.68928115429093
"X476",1026,18.7787524366472,7,30,5.49454512670378
"X496",1025,9.96292682926829,3,30,6.56075804406815
"X1008",1023,11.8260019550342,4,30,6.36057976132615
"X528",1018,20.6954813359528,11,30,4.84951509645477
"X710",1012,12.4446640316206,4,30,6.31766252096093
"X1145",1010,18.8217821782178,7,30,5.72961295469283
"X906",1009,12.1367690782953,4,30,6.5150258154658
"X522",985,13.6964467005076,4,30,7.11978218324418
"X286",967,16.9638055842813,5,30,5.83199332690479
"X988",955,12.4010471204188,4,30,6.73809214057231
"X377",954,12.4339622641509,4,30,6.8064486753705
"X1115",948,19.1814345991561,9,30,5.29856162356513
"X274",925,12.0540540540541,4,30,6.52926290872669
"X858",907,21.8368246968026,12,30,4.53388640006131
"X176",884,14.5995475113122,4,30,6.80435539512403
"X544",872,13.6880733944954,4,30,7.1182529206357
"X936",862,14.5116009280742,4,30,7.02818153190672
"X734",847,11.7650531286895,3,30,7.17694673984908
"X426",830,19.9542168674699,11,30,4.70252097790155
"X116",829,13.9794933655006,4,30,6.91430039733286
"X613",823,18.4556500607533,5,30,6.26174140203102
"X952",802,12.856608478803,4,30,6.86016109184546
"X810",800,14.4225,4,31,7.64179232820968
"X773",793,13.81210592686,5,30,6.62477403684612
"X703",788,22.4022842639594,13,30,4.16731944052114
"X545",785,12.7808917197452,3,30,7.40176424913277
"X1040",785,16.2050955414013,5,30,6.69735513759532
"X702",784,13.2219387755102,4,30,7.16342550365664
"X706",772,11.7629533678756,3,30,7.05946765796867
"X1085",766,21.3733681462141,11,30,4.60054226843289
"X899",758,12.9577836411609,5,30,6.38780305286275
"X398",756,20.8425925925926,10,30,4.76525344781144
"X514",751,15.647137150466,5,30,6.39098232875808
"X1107",742,19.1563342318059,8,30,5.69013935411471
"X903",724,13.4834254143646,4,30,6.76137442395627
"X723",718,18.5779944289694,7,30,5.42774682364228
"X420",710,8.04788732394366,3,30,6.4907845958665
"X994",709,12.2313117066291,4,30,7.68446088520233
"X153",707,13.6011315417256,3,30,7.58311071545833
"X643",701,18.7318116975749,6,30,6.34615525891116
"X425",687,12.9053857350801,4,30,7.67401146735769
"X620",686,20.567055393586,8,30,5.58339763288037
"X678",684,14.406432748538,4,30,7.40038894311507
"X330",668,22.4251497005988,12,30,4.80991876940357
"X616",661,19.2481089258699,6,30,6.11051132812529
"X859",651,14.6989247311828,4,30,7.27831227766774
"X837",650,13.0076923076923,4,30,7.24339788001245
"X157",638,22.0705329153605,10,30,5.15533072463742
"X95",631,20.6069730586371,8,30,5.10314707111521
"X647",629,10.0810810810811,4,30,6.21827807909015
"X725",628,7.67675159235669,3,30,6.32220720512819
"X1110",625,12.384,3,30,7.21352895606582
"X440",624,22.9054487179487,13,30,4.10328558685814
"X129",621,24.7584541062802,15,30,3.45005098511696
"X8",619,19.4652665589661,7,30,5.59588429882081
"X869",612,22.5522875816993,13,30,4.33486357589029
"X938",609,8.38423645320197,3,30,6.9003824109742
"X803",606,7.91584158415842,3,30,6.83630414877311
"X12",602,24.5,16,30,3.50243556807058
"X785",599,19.1702838063439,8,30,5.39426039759345
"X103",598,16.9013377926421,5,30,6.26243204823308
"X323",589,24.0899830220713,13,30,3.95085259459285
"X474",585,7.31794871794872,3,30,5.9225685055426
"X728",585,16.4068376068376,5,30,6.65299045048163
"X569",556,22.910071942446,11,30,4.86233985069368
"X794",554,24.2725631768953,15,30,3.75271883603964
"X306",546,24.8113553113553,17,30,3.35637681372697
"X257",535,13.0803738317757,4,30,6.9755517313949
"X1073",506,10.9604743083004,4,30,7.10782715766914
"X959",506,20.7588932806324,10,30,5.00031384762267
"X946",501,13.7025948103792,5,30,7.78648657954876
"X637",497,11.7927565392354,4,30,7.28310765428562
"X1104",486,11.5679012345679,4,30,6.967266508209
"X972",476,14.8991596638655,6,30,6.29204337387023
"X26",474,23.8438818565401,14,30,4.1301365629112
"X1049",471,11.2951167728238,4,30,7.37072685704936
"X557",471,18.0530785562633,11,30,4.33287115169838
"X204",467,10.8608137044968,4,30,6.33776623752632
"X205",464,25.1400862068966,17,30,3.01396834358585
"X1087",462,23.7380952380952,14,30,3.93033409292598
"X516",460,13.1065217391304,4,30,7.18534280838682
"X845",457,26.0984682713348,19,30,2.81777290424374
"X978",454,25.7665198237885,17,30,3.10708479786234
"X127",448,24.7366071428571,16,30,3.49781639869284
"X298",444,19.759009009009,7,30,6.14115634657321
"X507",437,24.3821510297483,15,30,4.02491688273404
"X152",435,13.9632183908046,4,30,7.40211258520734
"X634",434,25.2350230414747,17,30,3.07114547457895
"X451",433,13.8175519630485,5,32,6.92027794030127
"X614",433,25.5635103926097,15,30,3.20968711128083
"X325",431,14.5034802784223,5,30,6.83998925260654
"X715",426,12.093896713615,5,45,7.48681101222919
"X587",426,12.1220657276995,5,37,7.09426488869452
"X133",425,24.3270588235294,17,30,3.50321241509921
"X540",418,14.2870813397129,4,30,7.41822731499683
"X105",411,16.9002433090024,6,30,6.14597031884865
"X875",408,21.3063725490196,11,30,4.75665922225771
