"X","a1","d","g","u"
"X1",0.566831350588159,-0.954564076926881,0.000149361464030316,1
"X2",2.87472438213074,1.83204319318567,0.164726440802354,1
"X3",1.3830076436171,-0.774118831250603,0.000113925992996244,1
"X4",3.53261471612957,-1.3643291002104,0.11276941210629,1
"X5",2.37692467450719,-1.07385831581228,0.00203399233070501,1
"X6",3.78021972178478,0.76268552510262,0.0794492115066337,1
"X7",1.63669109516985,1.73775816299944,8.98844629936527e-05,1
"X8",0.858084031048906,0.623063306758762,0.000228548455778622,1
"X9",0.232712314713819,-0.73258612130971,0.000385075302426465,1
"X10",2.48862070133233,4.42062519639861,0.0109312797200776,1
"X11",2.33497054250534,3.19770556039653,0.037907559404944,1
"X12",1.59558762642891,1.81637013185193,9.5947949543373e-05,1
"X13",0.61595159875694,-3.35124288833356,9.41932762555707e-05,1
"X14",1.81786694805061,0.744178478634864,0.010622700837087,1
"X15",1.18762357092227,1.20533453503104,0.000103025529295088,1
"X16",2.1055379933248,1.96217490883898,0.000166792998216816,1
"X17",1.96338674633895,0.555345748816403,8.12169029001049e-05,1
"X18",1.69076304068227,0.83213724556449,0.000188481121683841,1
"X19",1.24470312231765,2.09169588984118,0.000350934323752632,1
"X20",2.45685025934718,3.21171008057903,0.000122258419107058,1
"X21",0.446442230458724,-0.412655104968967,0.000147368508503737,1
"X22",1.57140850097362,0.939455856900855,6.29183924664129e-05,1
"X23",0.606942023088408,-1.85210404762587,6.24160341033924e-05,1
"X24",1.24941756252716,0.510074719026608,9.20785617130366e-05,1
"X25",1.52342184515368,0.591467460417406,9.13084120642844e-05,1
"X26",2.20045476446078,2.54821076344228,0.000485878673965851,1
"X27",1.12855801825562,-3.09251871742325,3.05957557068058e-05,1
"X28",2.91117692928524,-0.452210144304772,0.0208361726734068,1
"X29",3.02468326411346,1.36244605024984,0.0432331001449707,1
"X30",1.62063241189246,-0.131231700779585,0.00013241591261611,1
"X31",3.42888922353364,-1.19946878596613,0.0130173766898226,1
"X32",2.60302907599116,-1.52272238147785,0.0615839914275202,1
"X33",2.47744237902424,-0.487239383998367,0.133865837866573,1
"X34",1.39338074566924,1.37928813066451,7.66299468491077e-05,1
"X35",0.179443771237731,-0.414313616872424,0.000881864478757076,1
"X36",3.02554224113075,-0.617003838854227,0.000740794220071653,1
"X37",0.986411768399685,-0.11495838129157,0.0598503339049571,1
"X38",1.56089364724568,1.75497275421245,0.000116861082682131,1
"X39",0.571734374436717,-1.72693863107193,0.000113597830560421,1
"X40",1.70303403141406,1.11010511973723,0.000209399491065109,1
"X41",1.41693864132895,2.70507310579124,0.000248772781746431,1
"X42",1.93380855879552,4.45251187267099,0.000933765993295856,1
"X44",1.64865283378553,3.70543440837701,0.000470772895267606,1
"X45",1.04987684433699,-2.92922049630334,2.97024316251349e-05,1
"X46",0.942437398280086,-2.60506464610237,0.00952544680393498,1
"X47",0.533208597131928,0.320006916541548,0.000207560549566154,1
"X48",0.626008987886136,-3.05877767057316,0.000109832591030688,1
"X49",0.27152293220841,-2.00011582873537,0.000338128774450577,1
"X50",2.24291904072311,3.37741788834597,0.00027584820076064,1
"X51",1.93987121264081,0.174064684432457,0.0482422934065671,1
"X52",3.89265911696874,-1.75600904707384,0.0306391547261501,1
"X53",1.06683155880501,0.0410071165997374,0.000136402441886233,1
"X54",1.25712613613206,-0.743886903074553,4.92331300314944e-05,1
"X55",0.381418450532541,-0.679715318543138,0.000264570822125036,1
"X56",1.00669992352925,-0.62109853580608,9.54523664412324e-05,1
"X57",0.835335085528132,-0.869809694807501,7.15269896222519e-05,1
"X58",1.80512885032875,0.0894655750991541,0.000342412325521724,1
"X59",0.0283615420244771,-4.25818923445592,0.514562417851455,1
"X60",2.97635697823557,-0.360427075216955,0.0749220472066738,1
"X61",1.03214547811135,-3.01627368433472,3.23262014433732e-05,1
"X62",1.34169600984102,1.33599787910973,9.10477732416148e-05,1
"X63",3.05957422804903,2.38662889692808,0.228105855397082,1
"X64",1.91596375600537,-0.173506427344514,0.0018336254528702,1
"X65",1.71045252942192,1.07948831734443,0.00021309594711508,1
"X66",2.42003605908982,0.272192264167553,0.185921857904175,1
"X67",2.44061906778868,0.191680232849506,0.00851340524864341,1
"X68",2.72494826354665,-0.367232780747072,0.0740487211760028,1
"X69",2.39145101856097,0.221304074502689,0.066238831738761,1
"X70",0.708070671505741,-2.0181282685882,5.13334423812267e-05,1
"X71",1.40301901302232,-0.598400973414446,6.54580116498983e-05,1
"X72",1.38389093357287,0.854166243609577,0.00431959419034152,1
"X73",2.39452909908664,2.65520702801066,0.000297185585955634,1
"X74",1.62665363549273,4.35662411933789,0.00108093043645268,1
"X75",1.6756550538029,-0.480479625888066,6.32263465814737e-05,1
"X76",0.796647030760454,-1.26158256897498,8.62834404792422e-05,1
"X77",1.26330508540328,0.191245753358414,0.00849118070466605,1
"X78",1.72153933981402,-1.92948448953707,0.00417027061538683,1
"X79",1.7701904786074,-0.535944141016452,0.0143587435363549,1
"X80",1.12173484451902,0.420897394158238,0.000103316669335571,1
"X81",1.56373032903101,-3.11437618005126,1.79429025029264e-05,1
"X82",3.77645315715267,0.120703262814504,0.0662115162104893,1
"X83",1.98378799627969,0.452121341871054,0.0259586363841064,1
"X84",2.14204225050564,1.24042308374423,0.000552507169642724,1
"X85",1.6713371222433,4.03629170065631,0.000431246387639289,1
"X86",1.52909469958169,-1.54499124015299,0.00332317574708668,1
"X87",0.772219839176354,-2.29237050830527,0.000125994913578583,1
"X88",2.44995380273414,2.36403268484383,0.000126869302116676,1
"X89",0.460467575448508,-1.43342025143571,0.000126467511729008,1
"X90",0.0990515285318611,0.114953762579645,0.00319593201868146,1
"X91",1.41753765351261,-0.804491132723863,3.43018051144751e-05,1
"X92",0.69574261060634,-2.03444683515875,3.94421551574699e-05,1
"X93",1.5406389979898,-2.42223696854672,0.00991510183297865,1
"X94",1.4589882968964,2.1049567495756,0.000461628649831396,1
"X95",1.23174742814485,-3.15873881422535,0.000193948866432229,1
"X96",1.83660202278013,1.97416360198367,9.19635883895325e-05,1
"X97",1.20004730986887,-0.0466314928985731,8.60157544607882e-05,1
"X98",2.89836050064661,-2.16554632814007,0.135615055742966,1
"X99",1.49598874928868,2.10795078518928,0.000744076048677862,1
"X100",0.602581906971366,-2.12732067266306,0.000986532726464934,1
"X101",1.41309927088432,-0.796637528212417,7.39495367452091e-05,1
"X102",2.78937442189256,0.594760336881243,0.142246753426122,1
"X103",2.3829803125265,-6.64553862446027,0.00318604797944855,1
"X104",1.40705991880126,1.59753012873303,0.000125306424385934,1
"X105",1.59049129182315,-0.333466121045418,6.71290038136708e-05,1
"X106",2.75865098578646,-2.16064532470982,0.0167514833596483,1
"X107",1.98547387479632,2.57487580901451,8.67113897993612e-05,1
"X108",2.78617883309478,-2.50578623024835,3.2831111260356e-05,1
"X109",1.56168455196693,3.17529319797814,0.00041282894797238,1
"X110",2.47914694665282,-1.46235035473603,0.0538509971914072,1
"X111",2.61666800819729,1.46201689835959,0.000164474212281624,1
"X112",2.42813496105452,-4.84932733441244,0.0231214041812601,1
"X113",0.454974905534083,-2.79411790278418,0.00014092216254813,1
"X114",1.95969061671296,0.537606373289882,0.00263918430997559,1
"X115",2.00310015222041,2.7857143844005,0.000203563642600482,1
"X116",1.68894865718365,1.78694149284935,0.000524964705946965,1
"X117",0.846532269843923,-0.365747788159329,7.0091388999578e-05,1
"X118",1.87588099636736,1.93639613161099,0.000118729000289789,1
"X119",3.02425999048423,0.493960096272911,0.0321347208228214,1
"X120",1.54060615429281,-1.50315588004911,0.020117881231744,1
"X121",0.974838218064881,1.11375078759418,0.000108914633023894,1
"X123",1.00578122066435,0.10572241703837,0.0474560230145631,1
"X124",1.6784417520147,3.12240752275332,0.000281821450683958,1
"X125",0.353112299827754,-4.20657020795987,0.000220007962603803,1
"X126",1.81064289504445,2.95163803045211,0.000475673557787051,1
"X127",2.08406553180866,-0.128102726192281,3.16620599829991e-05,1
"X128",1.5607953369236,0.0217551207119497,0.000347199299335088,1
"X129",2.30132651275342,2.68070985779625,0.000374500056248978,1
"X130",1.54644437479023,0.956272746831307,9.11547783159464e-05,1
"X131",2.22822442230836,1.662443759802,0.000141844921232388,1
"X132",1.45425501735684,1.10402558168776,0.000295433652465303,1
"X133",1.03628655772237,-3.32358009704483,3.35650603467725e-05,1
"X134",2.8809787276258,-0.953281861075593,0.00419547090649018,1
