"","item","S_X2","df.S_X2","RMSEA.S_X2","p.S_X2"
"18","X7862",11.0862472890668,1,0.113787898588987,0.00086970305434794
"10","X7854",10.9950725347834,1,0.11327243752307,0.000913544377865696
"29","X7873",36.704469662249,4,0.1024483176355,2.0723199485279e-07
"61","X7905",42.7729618652355,6,0.0886992508180639,1.29353067345196e-07
"93","X7937",20.0556908894755,3,0.0854289959319777,0.000165290667281327
"74","X7918",10.4279372980776,2,0.0735490252349763,0.00544004117592635
"57","X7901",108.59491656913,21,0.073174721036942,8.44420990867183e-14
"45","X7889",9.29045981480923,2,0.0684059271524208,0.00960732061159401
"9","X7853",118.194238854414,29,0.0628348632284314,9.93318220408665e-13
"5","X7849",7.73621777691027,2,0.060677696989991,0.0208978522498877
"1","X7845",14.3917479122541,4,0.0577491474250737,0.00614422228510753
"36","X7880",66.3514403615658,19,0.0565615194590728,3.67629558875382e-07
"103","X7947",62.6581979698115,18,0.0564346214070239,7.5566648164324e-07
"108","X7952",83.4566947873751,24,0.0563931081606577,1.69606893126913e-08
"106","X7950",53.9048369211466,16,0.0551465815132289,5.37442996630368e-06
"59","X7903",83.3800803064372,25,0.0547511960497664,3.33845940798489e-08
"13","X7857",46.4236724603189,14,0.0545253365787178,2.39004447559197e-05
"11","X7855",50.6429509612906,16,0.0527204027545224,1.80990565676161e-05
"76","X7920",66.467837796641,21,0.052719802521313,1.27950042224254e-06
"55","X7899",75.0450956506069,24,0.0522519690920333,3.67086288996709e-07
"97","X7941",55.5181677912143,18,0.0517268258477332,1.06154561272716e-05
"105","X7949",67.78299396445,22,0.0516858931772789,1.46994380286331e-06
"73","X7917",76.0700903445556,25,0.0512087977561279,4.64994500180164e-07
"79","X7923",53.8302196309632,18,0.0505498363286882,1.95027133835656e-05
"82","X7926",59.2964942140362,20,0.0502219043842092,9.14570128259365e-06
"75","X7919",64.5046493484078,22,0.0498010098808874,4.70179081982437e-06
"98","X7942",36.9106639841051,13,0.0485909525925618,0.000427875607897234
"25","X7869",41.9885411740214,15,0.0480590682537902,0.00022566702595095
"51","X7895",72.1646820550305,26,0.0477418805229952,3.19480986596132e-06
"104","X7948",21.9990851703225,8,0.0473953904678492,0.0049175622670601
"113","X7957",73.5537772849173,27,0.0470464492502303,3.44152073002159e-06
"21","X7865",59.7861265413185,22,0.0469554620104039,2.4036514478462e-05
"92","X7936",26.4291539497735,10,0.04592391143859,0.00320391652569638
"84","X7928",65.6974345577543,25,0.0457135326057758,1.64166931736847e-05
"14","X7858",38.5819766724975,15,0.0449237233753861,0.000739725270610499
"69","X7913",35.7581266707308,14,0.0446660968954869,0.00113405314104764
"8","X7852",42.8545783890484,17,0.0441850693056694,0.00050415034516073
"90","X7934",2.50625569435141,1,0.0439724457770333,0.113395068835026
"7","X7851",72.3608390578341,29,0.0438107926694833,1.43153375427724e-05
"64","X7908",41.9287140803147,18,0.0413099528061908,0.00113152721879569
"50","X7894",41.6229160483845,18,0.0410451428880282,0.00124812598487747
"99","X7943",52.2589555778176,23,0.0404107362445891,0.000461520354946552
"85","X7929",65.801559383743,29,0.0403613220128776,0.000111249473522276
"72","X7916",60.7077600372273,27,0.0400326496553329,0.000212891717209116
"68","X7912",37.4417831134635,17,0.0392885678839524,0.00293060521975656
"35","X7879",53.3725553991577,25,0.0381689746238161,0.000800811191414199
"19","X7863",46.5496940021945,22,0.0378480032543851,0.00167936821263407
"89","X7933",52.2451424603809,25,0.0374029458385408,0.00111598556975005
"46","X7890",48.0173440049085,23,0.0373669760241246,0.00166455045664897
