"","item","S_X2","df.S_X2","RMSEA.S_X2","p.S_X2"
"32","X7535",231.971829014955,19,0.119954225503444,1.35372201366795e-38
"5","X7508",226.221526031473,19,0.118323744368082,1.94261758658108e-37
"7","X7510",18.8067021376919,2,0.103862201768288,8.24473154809982e-05
"9","X7512",18.6883492649305,2,0.103495856629593,8.74735030745903e-05
"43","X7546",165.841269971146,18,0.102681655226275,5.96027516281786e-26
"65","X7568",41.6779682142208,5,0.0970395790435803,6.84373417675579e-08
"31","X7534",84.1645012859978,11,0.0924028011590413,2.29778418604394e-13
"82","X7586",115.207085332515,17,0.0861148841014192,1.25491609138105e-16
"91","X7595",103.319315239218,17,0.0807348055690133,2.15019641456552e-14
"17","X7520",107.84848430206,19,0.0774781928480932,1.98311317730079e-14
"37","X7540",88.9219715045495,16,0.0764892637556226,3.95025647733813e-12
"56","X7559",91.3989510115477,17,0.0749532064810251,3.39518751046013e-12
"80","X7584",5.12509531010562,1,0.0727693113216378,0.0235822755485164
"96","X7600",101.248195664527,21,0.0700388911831605,1.73480989950082e-12
"33","X7536",23.8961210696413,5,0.069651841075797,0.000227322417522921
"25","X7528",85.5865344519526,18,0.0694264737876264,8.86755327665217e-11
"36","X7539",75.189046698556,16,0.0689115395321631,1.21010206896231e-09
"54","X7557",9.01965246882502,2,0.0671234204606866,0.0110003714957568
"83","X7587",94.3241471195858,21,0.0669491602307419,2.86767912535549e-11
"44","X7547",76.3225510598166,17,0.066929367354242,1.71227926678479e-09
"109","X7613",80.0806228556712,18,0.0665385069241809,8.29535106837156e-10
"30","X7533",79.5290489185001,18,0.0662422567516655,1.03584472832825e-09
"23","X7526",94.3767715207997,22,0.0649859592907297,6.10130589977526e-11
"70","X7574",87.3901643062093,22,0.06176979287322,9.4917474604649e-10
"46","X7549",54.5619591955611,14,0.0609855177539407,1.02937641368743e-06
"98","X7602",69.7723567613676,18,0.0607636685658818,4.93824661695029e-08
"39","X7542",19.0750718303034,5,0.0601134396817645,0.00186121804172961
"107","X7611",71.2171022446199,19,0.0593964999767427,5.7659413893287e-08
"50","X7553",66.4376162953352,18,0.0587741558028623,1.79274679943392e-07
"20","X7523",31.9016958306043,9,0.0571536324503393,0.00020707128334951
"100","X7604",90.9098794340078,26,0.0566108920556706,3.96849042327506e-09
"71","X7575",76.3425941391866,22,0.0563105946957628,6.41154750456625e-08
"69","X7572",59.5319437491401,18,0.0544234597942499,2.43480406609661e-06
"79","X7583",48.8960438981794,15,0.0538592310094345,1.82141498433119e-05
"14","X7517",74.2361208711763,23,0.0534755763379384,2.65177383097544e-07
"15","X7518",81.1790503688158,26,0.0521953372667468,1.37795824478469e-07
"10","X7513",12.3723010412368,4,0.0518350704817452,0.0147871771022216
