"","a1","d","g","u"
"X7504",-31.2363315358754,-72.5774360823927,2.88061452287302e-07,1
"X7505",-30.7102753398176,-71.3725249721022,0.00513539747094955,1
"X7506",48.7904601622535,-93.8272456596731,0.185005284883958,1
"X7507",49.9608401789468,-95.9650835849199,0.0116438037329526,1
"X7508",2.8139257687348,-1.13393119150234,0.164726326392438,1
"X7509",0.299217892590771,-0.33144869596945,6.61905090297033e-05,1
"X7510",39.6318803628686,-83.0784122821001,0.00644380576831516,1
"X7511",2.48538496368716,3.70642017536655,1.59210642750731e-05,1
"X7512",49.9894696644823,-96.0167667323005,0.00646877975233387,1
"X7513",49.9434041738896,-95.9314841179681,0.0129373823188456,1
"X7514",-0.822895638900741,-3.12363063992106,0.269530990957369,1
"X7515",-0.72239909964977,-2.63468796105035,0.00724406591608024,1
"X7516",1.33451265196652,-2.46564154723257,0.00107356598167214,1
"X7517",-0.466377354132445,-1.17068510441202,9.00736976661061e-05,1
"X7518",-0.59291641494397,0.40106845430538,1.67037289570546e-05,1
"X7519",2.80442146304055,4.98636945487336,0.000923513442512878,1
"X7520",1.7902660107495,-0.568465598801136,0.191085117259352,1
"X7521",-0.926325455774068,-5.677970518642,1.26111054156325e-06,1
"X7522",-1.45203945011878,-5.4923095968279,8.18340152432773e-07,1
"X7523",49.9036250122528,-95.8618367634717,0.0219938509786591,1
"X7524",46.8679308248491,-89.7965595514104,0.0568623763379654,1
"X7525",0.429287709607948,0.931785033975526,6.56881853613966e-05,1
"X7526",-0.0150088780321675,-1.37510487614767,0.00414195696092215,1
"X7527",-1.46517507629811,-6.30678671967621,0.00558812345364448,1
"X7528",39.1622033987589,-82.1361966143333,0.0876357667339629,1
"X7529",38.1197465059009,57.5361226426475,0.4903988376703,1
"X7530",-0.72380955604691,-0.988616056219732,1.89465470073464e-05,1
"X7531",-2.66106407413408,-6.76142382903292,0.0295831592711866,1
"X7532",-0.822213887118722,-4.50837695383951,0.0329720555172379,1
"X7533",-0.718787818010389,-2.72087311179406,1.83395877767712e-06,1
"X7534",4.48818435886931,-7.6050398010925,0.0167497470574871,1
"X7535",3.1867093963755,-0.389784115221658,0.204945369770033,1
"X7536",49.369760699701,-94.7612323874449,0.0142179248401663,1
"X7537",1.94333180274813,2.64018620752217,1.10338711660963e-05,1
"X7538",-0.496413119479222,-2.13472555970191,3.91777640358345e-05,1
"X7539",-0.66582443154039,-3.71873268756256,0.0308432334435129,1
"X7540",3.06670666305145,-1.2000700743187,0.0818908752624219,1
"X7541",0.183503053778903,-1.03207650263359,0.00010003630168823,1
"X7542",39.5938812207318,-83.0026618922106,0.0141763725577674,1
"X7543",-1.47563090287648,-5.39713006922198,9.73562559315123e-07,1
"X7544",-1.5478486697711,-5.74086520394584,6.23901420737428e-07,1
"X7545",-30.9188219074264,-71.8566179961298,0.0141222983731229,1
"X7546",49.445092801813,-95.0344407375317,0.100912997211085,1
"X7547",-3.19158204895103,-6.69264344270419,0.00924150442189018,1
"X7548",-1.4716569867105,-5.09238236327696,7.76132486035322e-07,1
"X7549",7.54195336223182,-12.8035237889913,0.0396701224810764,1
"X7550",-1.13931861459634,-5.4584761418252,8.88031501516836e-07,1
"X7551",39.5875248560257,-82.9899913530923,0.0154651336774807,1
"X7552",-1.49185078501627,-7.64745147279092,5.62059424590609e-07,1
"X7553",-1.78249974610571,-3.85513533080361,0.00261763172311618,1
"X7554",1.15885484504978,-0.564706208259625,0.00642888127626432,1
