"","Item1","Item2","Q3"
"134","X8586","X8615",0.668534913918822
"169","X8558","X8624",0.571601904606362
"176","X8575","X8625",0.541965570642686
"21","X8550","X8556",0.510731902707759
"164","X8556","X8623",0.483364639309722
"233","X8589","X8635",0.482077089932813
"43","X8539","X8575",0.482049633397518
"163","X8550","X8623",0.46890810707454
"17","X8524","X8549",0.464952748876253
"28","X8541","X8564",0.444007053614235
"140","X8531","X8617",0.426975875743027
"61","X8530","X8581",0.425861537862603
"199","X8597","X8629",0.421372115048911
"26","X8545","X8561",0.413885922523549
"145","X8602","X8617",0.408770408875213
"172","X8539","X8625",0.408421630675113
"153","X8550","X8620",0.402829104062039
"2","X8527","X8531",0.401605392551555
"154","X8556","X8620",0.394321308294341
"93","X8524","X8596",0.392231226049984
"107","X8531","X8602",0.390361177599504
"62","X8573","X8581",0.386101772995622
"137","X8587","X8616",0.385091653986454
"166","X8620","X8623",0.381380555670023
"5","X8534","X8536",0.377774007695132
"23","X8525","X8558",0.37734948497488
"89","X8573","X8593",0.372987838272302
"170","X8609","X8624",0.372026234161279
"32","X8549","X8568",0.367683442520747
"65","X8573","X8583",0.366938850581651
"46","X8541","X8576",0.361990645611921
"206","X8573","X8630",0.360049906269402
"167","X8525","X8624",0.358562883896178
"102","X8562","X8601",0.358052907442981
"12","X8532","X8543",0.357485182558427
"123","X8558","X8609",0.348841307629133
"8","X8527","X8539",0.34857992883171
"133","X8552","X8615",0.348199867032607
"212","X8561","X8631",0.344394712681552
"36","X8561","X8572",0.343932525719399
"200","X8601","X8629",0.340244658306286
"80","X8573","X8589",0.339206095452678
"118","X8601","X8607",0.336628286534174
"231","X8573","X8635",0.335696488087273
"66","X8577","X8583",0.333225765262599
"105","X8597","X8601",0.332797310077046
"198","X8562","X8629",0.332555337783004
"98","X8550","X8598",0.332510475174933
"209","X8593","X8630",0.328611037783954
"182","X8547","X8626",0.328160165989665
"94","X8565","X8596",0.327898847926349
"196","X8608","X8628",0.327209164376031
"208","X8583","X8630",0.327076304879041
"149","X8550","X8619",0.326520975066341
"190","X8614","X8626",0.325652204097267
"50","X8573","X8577",0.323641216946608
"99","X8556","X8598",0.320642590857799
"157","X8615","X8620",0.318401848282107
"141","X8539","X8617",0.318173846821824
"7","X8526","X8537",0.317881301365481
"165","X8598","X8623",0.315664740636786
"31","X8524","X8568",0.314013194469094
"122","X8525","X8609",0.313072201258214
