"","a1","d","g","u"
"X8071",0.969259473679246,-0.733961152352416,1.75802823261078e-05,1
"X8072",41.5870089529974,-87.8904283461629,0.00776277434031724,1
"X8073",25.1722320225413,-59.4423572640001,0.00257761461693869,1
"X8074",0.939619355143092,-1.94686605656917,8.21161683525949e-06,1
"X8075",2.69389148854535,-4.81515807845377,0.170836640200298,1
"X8076",0.999517120112837,-2.16866726945115,0.021648083945071,1
"X8077",4.2404546826038,5.81275361383082,0.030026437537835,1
"X8078",-0.352689912932504,-1.43261760282191,4.70238340810392e-05,1
"X8079",0.276137545468767,-1.11135530674039,2.55677776911122e-05,1
"X8080",-2.79412914971766,-8.65125062554825,3.93662394398735e-07,1
"X8081",9.24441285026262,-18.6212480613481,0.185930122257693,1
"X8082",-0.149224996692674,-2.20747696813192,0.000105920955469751,1
"X8083",0.757460600178924,1.49904773998803,0.000754426485931114,1
"X8084",40.1957054785862,-84.957819805662,0.0401011464912008,1
"X8085",0.215509111622399,-1.87866867387551,7.32849655464041e-05,1
"X8086",0.517658525853832,-0.174461523118148,0.00122366245797147,1
"X8087",35.8438074981447,-82.3297562721899,0.0992436337622356,1
"X8088",-1.75953681595437,-4.20720733043664,0.0169832661670738,1
"X8089",16.7653615809654,-28.929626299927,0.476151127307915,1
"X8090",-0.166082647111017,-1.147780950362,0.000107381442607812,1
"X8091",-0.905684631391184,-1.5087126827083,0.0290799322956394,1
"X8092",41.0009109237778,-86.7195249040539,0.113854195500948,1
"X8093",1.40758111430129,-3.04942344495315,0.104726314986864,1
"X8094",-1.77678550668513,-7.10315240016415,4.9490384916511e-07,1
"X8095",-1.12464676554001,-7.06169085127764,0.00477172566154335,1
"X8096",-2.09513772662178,-5.25738581392778,0.0133631514811949,1
"X8097",4.18525022607267,-8.83289776795981,0.0289017518520213,1
"X8098",-0.22568115911296,-3.08298164950082,4.03548849278933e-05,1
"X8099",0.71738223764803,-1.34651505043438,8.81597889198946e-06,1
"X8100",-0.552350532331391,-3.5990617916876,4.65599161024666e-06,1
"X8101",-0.805136283763997,-4.31537206622823,0.00502087784768234,1
"X8102",0.456842138685257,-0.449916170235542,1.41908310806454e-05,1
"X8103",-1.11003708009661,-5.069755882469,1.56409430266425e-06,1
"X8104",41.5818105091973,-87.8802445655065,0.00905658159053315,1
"X8105",-1.59394836243452,-3.61234939203497,0.00468761712728255,1
"X8106",2.59705377297646,-5.20760049775815,0.0495382975695554,1
"X8107",-2.57465022116729,-6.19310054628086,0.0187580685465808,1
"X8108",2.76426381277657,-5.45962433541588,0.118967531386952,1
"X8109",-0.999907079771387,-3.25098903280937,0.0375164307259247,1
"X8110",-1.59058013273946,-5.34371992116058,0.010091796946484,1
"X8111",40.4141872761457,-85.5414280784357,0.203125848175295,1
"X8112",-1.55431562087936,-5.56871151496789,0.000676941656029444,1
"X8113",40.9739735574368,-86.6652327756084,0.117735582332661,1
"X8114",-1.57806820335555,-4.16581833966969,2.01197817838176e-06,1
"X8115",0.393205338498282,-2.34970110009914,4.4998890538044e-05,1
"X8116",2.91980280415099,4.37816111584108,1.56691818532728e-05,1
"X8117",3.33548222477887,-8.12509625173352,0.0146858967098421,1
"X8118",1.83100986613645,1.34478895843702,1.24167030546104e-05,1
"X8119",7.89508630715534,-16.3726493999028,0.0172927795341315,1
"X8120",0.0193780362610993,-4.01463735708087,0.000219828681313211,1
"X8121",0.334414399343734,-2.31672426303518,1.50950845173002e-05,1
"X8122",-0.905319771955369,-4.19039768877725,0.0245218151102649,1
"X8123",-1.10615296278085,-5.30908093483288,0.0192742012887538,1
"X8124",-1.36457031685629,-5.75677891425517,0.0126615964496058,1
"X8125",-1.20661986373096,-4.64195625169099,1.45393391320188e-06,1
