"","item","S_X2","df.S_X2","RMSEA.S_X2","p.S_X2"
"90","X7708",36.9853335310466,3,0.120591420800429,4.63437406924112e-08
"3","X7620",22.5581189721042,2,0.114870354370869,1.26347514855388e-05
"92","X7710",11.2693657686172,1,0.114816177069429,0.000787966454772681
"68","X7686",29.876542802944,3,0.107240133412606,1.46509073040087e-06
"87","X7705",108.265777159055,14,0.0929703100914745,1.21273176477654e-16
"101","X7719",19.2342156097984,3,0.0833462949520944,0.000244543209449006
"32","X7650",104.146211857855,19,0.0758467779447708,9.44260011866587e-14
"39","X7657",79.7958772458471,16,0.0715430723685746,1.81106474893431e-10
"42","X7660",82.4245922443496,17,0.0702873747753393,1.41840767021913e-10
"88","X7706",86.0054104813102,18,0.069641281120015,7.47056342801312e-11
"20","X7638",18.4670883290454,4,0.0681383859763915,0.0009998820895206
"67","X7685",4.50356494760063,1,0.0670635219694595,0.0338242670631413
"60","X7678",89.1271328155192,20,0.0666101705061624,1.05301509184115e-10
"28","X7646",57.7406088675396,13,0.0664676830129727,1.32701706415563e-07
"98","X7716",92.1318690049571,23,0.0621164320938469,3.11006725182511e-10
"48","X7666",77.74149171709,20,0.0608779855264975,9.45891253847797e-09
"38","X7656",73.222665301654,19,0.0605264080490752,2.65753482116563e-08
"35","X7653",93.2854802192046,25,0.0592141433592663,8.26609310695171e-10
"29","X7647",68.5597654637337,19,0.0578654176336547,1.59360436986672e-07
"44","X7662",57.0713909044376,16,0.0574038452765868,1.61726005335301e-06
"108","X7726",81.865703268981,23,0.0573189889945478,1.5795276772264e-08
"94","X7712",88.7280919140887,25,0.0572040430154092,4.60908852009383e-09
"18","X7636",57.4218953272415,17,0.0552478201251119,2.78109668804218e-06
"50","X7668",62.9064012868057,20,0.0524780052262779,2.50472026702239e-06
"103","X7721",62.1945867686404,20,0.0520408812642766,3.24068049981462e-06
"45","X7663",70.6778482065159,23,0.0515852662541243,9.55267277805259e-07
"11","X7628",75.8188951499097,25,0.0510827037894386,5.08207986295563e-07
"22","X7640",66.6577986909633,22,0.0510468075429955,2.19637366066568e-06
"14","X7632",9.06378645442174,3,0.0509380825715307,0.0284547227850171
"10","X7627",59.8492951596191,20,0.0505739174581281,7.51447806400995e-06
"4","X7621",50.0408086364758,17,0.0499496149037446,4.16284826793726e-05
"66","X7684",52.5812129170945,19,0.047632421440286,5.41264026432134e-05
"70","X7688",46.9104680309159,18,0.0454069760016362,0.000218206732349562
"40","X7658",65.0395815674161,25,0.0453425595400608,2.04159438346692e-05
"41","X7659",28.329018563874,11,0.0449698989895788,0.00288193507429872
"64","X7682",35.7679688099317,14,0.0446761979544489,0.00113022218462312
"106","X7724",53.5670791210742,21,0.044618095471359,0.000114013100720594
"62","X7680",5.08790227427729,2,0.0445192712903546,0.0785554026302799
"112","X7730",58.4153747611885,23,0.0444593668992701,6.45278057260689e-05
"113","X7731",7.6177361937518,3,0.0444513753744405,0.0546092391932707
"99","X7717",35.5202880298151,14,0.0444213029695326,0.00123053826632512
"36","X7654",47.7788018204145,19,0.0440951500659065,0.000276087533931696
"13","X7631",44.6436259919233,18,0.0435904831741725,0.00046645308103423
"59","X7677",54.1648771805716,22,0.043322237555428,0.000155921581109412
"5","X7622",58.9745025547433,24,0.0432515248609769,8.9020055951494e-05
"61","X7679",29.2246107857411,12,0.0429254994243293,0.00364832222670721
"16","X7634",28.8154797919333,12,0.0424126374259948,0.00419619038797683
"55","X7673",40.474732178103,17,0.0421024271955128,0.00110877267939068
"83","X7701",46.9611274593472,20,0.0415992305918924,0.000593924357610374
"65","X7683",42.0300038929926,18,0.0413972926173057,0.00109527148850485
