"","item","S_X2","df.S_X2","RMSEA.S_X2","p.S_X2"
"9","X7966",105.042436405748,10,0.110456188147591,5.31066952596207e-18
"83","X8040",105.164425428502,11,0.104828255603586,1.68577272070319e-17
"86","X8043",76.1721201909396,9,0.0978823854107053,9.27130256074514e-13
"57","X8014",16.4290873781292,2,0.0962355881817576,0.000270688000751987
"26","X7983",32.3900886974491,4,0.0954519159565268,1.59215338840994e-06
"25","X7982",14.73688073359,2,0.090416525569246,0.000630851308886118
"19","X7976",109.344615166393,15,0.0898554038205527,2.15418111168458e-16
"53","X8010",42.906159005512,6,0.0888597465577289,1.21738623323025e-07
"102","X8059",13.3137193166401,2,0.0852155739374507,0.00128517593151712
"38","X7995",95.1590737037803,16,0.0796932671231248,2.77554835942996e-13
"28","X7985",91.5914858605631,16,0.0778767324105459,1.2724601675117e-12
"71","X8028",60.9703555165332,11,0.0763644359389051,6.11932934668142e-09
"111","X8068",71.4769223836461,13,0.0759891958973245,4.28709940129887e-10
"13","X7970",68.1655670271867,13,0.0738063346855424,1.74376996679714e-09
"24","X7981",10.4484578477873,2,0.073638510288794,0.0053845102267997
"75","X8032",84.2387692979496,17,0.0712552205002205,6.71164059029056e-11
"36","X7993",83.7705274391099,17,0.0710066810996513,8.14410324235152e-11
"100","X8057",14.380782208119,3,0.069784135061312,0.00243010236222225
"107","X8064",71.8490431932817,15,0.0697504833437176,2.08813002767901e-09
"92","X8049",75.9496704557977,16,0.0693529086279521,8.85788650179824e-10
"29","X7986",32.0103232070189,7,0.0677238911819694,4.04373186472413e-05
"84","X8041",31.8669865245168,7,0.0675295461067277,4.29879173455035e-05
"34","X7991",68.5732474472422,16,0.0649461904797652,1.77168451786416e-08
"77","X8034",85.2875219475036,20,0.0647338393587126,4.88346100987998e-10
"16","X7973",80.5942511133426,19,0.0645096313890104,1.468598656705e-09
"61","X8018",72.1046419904916,17,0.0645061174602669,9.33473655754364e-09
"85","X8042",16.3651021511095,4,0.0629941368767273,0.00256641315464226
"1","X7958",71.2993255778512,18,0.0616532358697767,2.72069498449092e-08
"69","X8026",53.989830972186,14,0.0605538886028038,1.28976260522135e-06
"44","X8001",64.2049006283728,17,0.0597035773704122,2.09227043865989e-07
"21","X7978",18.6481479708298,5,0.0591947417495059,0.00223475179601646
"90","X8047",68.4122534951755,19,0.0577792368106124,1.68555443449554e-07
"113","X8070",31.0396101578909,9,0.0560676005547121,0.000291435642781308
"8","X7965",23.5129125725321,7,0.0550293131170393,0.00138702536223132
"74","X8031",44.9529966774002,14,0.0532744044988884,4.15162981346896e-05
"80","X8037",50.5451468188841,16,0.0526459299096003,1.8762871228774e-05
"37","X7994",33.7146473014174,11,0.0514858547879993,0.000402660861208867
"15","X7972",55.0981626845229,18,0.0514364774939157,1.23578939227588e-05
"63","X8020",55.0070877990292,18,0.0513733011852505,1.27712508552755e-05
"14","X7971",2.97770823510137,1,0.050386290022284,0.0844187277536484
"20","X7977",28.588047177215,10,0.0488481537830468,0.00145236335515091
"17","X7974",45.6696607445803,16,0.0487896351044776,0.000109495947275016
"41","X7998",45.6370735147158,16,0.0487628340588954,0.000110769996399116
"10","X7967",50.6243244959955,18,0.0482353887100002,6.07033362779705e-05
"49","X8006",55.6873554524512,20,0.0478600840091616,3.2392789317789e-05
"79","X8036",50.0852469530967,18,0.0478352129606862,7.32746058392811e-05
"23","X7980",16.387848661843,6,0.0471431342775229,0.0118168967489972
"99","X8056",32.0902774351435,12,0.0463589525935796,0.00134007993225498
"72","X8029",48.0398100052462,18,0.0462853561021789,0.000148524786087175
"62","X8019",44.5510338769432,18,0.0435146742782882,0.000480976957912711
"66","X8023",14.5836452017394,6,0.0428540157632726,0.0237543312227382
"64","X8021",43.6583032568594,18,0.0427768681874053,0.00064541521697285
"112","X8069",48.0289980194418,20,0.0424150574689289,0.000421429953199055
"45","X8002",45.1533617711724,19,0.0420356949118806,0.000652308413329198
"33","X7990",41.7189969216943,18,0.0411285291075863,0.00121029949343169
"47","X8004",24.6466198803236,11,0.0399068525087227,0.0102661275176065
"101","X8058",44.6780748653534,20,0.0397989772748992,0.00121990455829322
"94","X8051",39.6504829364821,18,0.0392942326998375,0.00232835535346301
"56","X8013",45.4022546344352,21,0.0386221637741172,0.00153327344550979
"31","X7988",40.3539256444315,19,0.0379833559825345,0.00293952008739557
"110","X8067",44.3691659917619,21,0.0377957728715333,0.00209395732331019
"22","X7979",35.1513037721254,17,0.0370220721609141,0.00594265391441833
"89","X8046",38.4135158141725,19,0.036216507527417,0.00525548355476437
"93","X8050",34.2422352664833,17,0.0360830793845582,0.00781169273409712
"105","X8062",40.1351671214953,20,0.0359495859397003,0.00480248023413389
"82","X8039",31.7668631316567,16,0.0355667292304144,0.0107218309084958
"51","X8008",37.677451434988,19,0.0355232979605296,0.00652113618887889
"40","X7997",37.3855911856147,19,0.0352446555272506,0.00709841302617401
"106","X8063",13.6079756471269,7,0.0348109974990406,0.0586096913401067
"35","X7992",30.4195625477542,16,0.034013186660422,0.0159444392451059
"59","X8016",34.0957343566953,18,0.0338805472464841,0.0122569820536491
"5","X7962",33.8201528720884,18,0.0335892538477279,0.0132551494759576
"58","X8015",31.7948043809956,17,0.0334242309975129,0.0159557861483231
"73","X8030",28.0141577422758,15,0.0333728790780946,0.0214805800007232
"39","X7996",31.3032831665767,17,0.0328643221267336,0.0183406832229375
"48","X8005",16.4095310656087,9,0.0325091323105399,0.0588066083844661
"70","X8027",32.8182134271235,18,0.0325082013802122,0.0175557799216079
"55","X8012",32.8152989776189,18,0.0325050043628768,0.0175699856399203
"2","X7959",21.7922375481452,12,0.032365447662774,0.0399153862474495
"109","X8066",28.7668879278575,16,0.0320047031101613,0.0255561906033196
"91","X8048",3.56210249717013,2,0.0316643834892191,0.168460959805244
"60","X8017",26.589845065619,15,0.0314937558802591,0.032261374064419
"32","X7989",27.9505746330673,16,0.0309646142519556,0.0320521168845995
"65","X8022",3.48572451906827,2,0.030880577864748,0.175018733969461
"68","X8025",30.4036016003479,18,0.0297419146367669,0.0337025915922558
"50","X8007",32.0211175490445,19,0.0296605090569378,0.0310839882085255
"4","X7961",26.1841740433492,16,0.0285847360389256,0.0514912418500275
"87","X8044",35.8120962907838,22,0.0283889761160757,0.0318038806684313
"81","X8038",32.0358459038747,20,0.027794225885002,0.0429178531213378
"30","X7987",27.0531166161285,17,0.0275522563592563,0.0572933994259346
"18","X7975",26.1340126954349,17,0.0262625937621061,0.0720533257390976
"27","X7984",19.8085046858452,13,0.0259289819478685,0.100089095331384
"43","X8000",25.6789482110575,17,0.0256000232007157,0.0805117681777702
"67","X8024",17.6578941120274,12,0.0246018664038913,0.126479737293044
"98","X8055",11.6865433964112,8,0.0243218134434963,0.165747004796529
"6","X7963",27.7897018745289,20,0.0223602518961805,0.114471785085603
"95","X8052",25.6095970629699,19,0.0211320662238294,0.141439555424403
"108","X8065",25.37010436126,20,0.0185655421591979,0.187636871469734
"12","X7969",19.5582033333583,16,0.0168961073797808,0.240781099724025
"54","X8011",20.6103134008574,17,0.0165112237285086,0.244207582084578
"103","X8060",4.65436790559441,4,0.0144914642840898,0.324633746359911
"97","X8054",19.3829300016178,18,0.00993104884236953,0.368607826186581
"88","X8045",11.3296631264673,11,0.00620254773250987,0.416072694682676
"78","X8035",21.4646840342499,21,0.0053296722082063,0.430898254811777
"3","X7960",7.48161925952921,8,0,0.485668762512603
"42","X7999",17.4354963092548,20,0,0.624540851615464
"76","X8033",9.25186548142624,11,0,0.598656323836806
"96","X8053",13.4108761665433,20,0,0.859067575816441
"104","X8061",9.99300792109031,15,0,0.82017950987831
"7","X7964",NA,NA,NA,NA
"11","X7968",NA,NA,NA,NA
"46","X8003",NA,0,NA,NA
"52","X8009",NA,NA,NA,NA
