"","item","S_X2","df.S_X2","RMSEA.S_X2","p.S_X2"
"46","X8229",24.6501929740834,2,0.120573599610494,4.43893317167177e-06
"68","X8252",143.568329949706,15,0.104894482078589,4.5411601840431e-23
"102","X8286",98.6872949109439,11,0.101158705903221,3.247983676667e-16
"41","X8224",24.7740400066267,4,0.0816510468718665,5.58559544955364e-05
"44","X8227",11.7222144803501,2,0.0789948669963942,0.00284808841826538
"30","X8213",39.7567509941804,7,0.0775055247218056,1.40116657973756e-06
"82","X8266",10.4701142821512,2,0.0737328308691518,0.00532652011203599
"47","X8230",4.92490195345861,1,0.0709815824659412,0.0264723042616673
"100","X8284",4.85721531365859,1,0.070366866561635,0.0275307375705952
"50","X8233",84.6046025101633,19,0.0665766019213551,2.95281196148893e-10
"76","X8260",21.3436949758434,5,0.0647770838887926,0.000697449268307978
"7","X8190",35.2895117219712,9,0.0612352191486301,5.29680097654435e-05
"22","X8205",14.4933080899614,4,0.0580306570132496,0.00587619111098894
"6","X8189",97.4493797754877,31,0.0524560868960384,8.61223292056399e-09
"39","X8222",73.0942993321643,24,0.0512437829975594,7.36103416479304e-07
"72","X8256",61.3409788065187,21,0.0496586420748401,7.98678253826857e-06
"51","X8234",20.1246718992009,7,0.0490598796899816,0.00530659684364201
"17","X8200",74.6346021903857,26,0.0490023921072223,1.37120361225934e-06
"106","X8290",54.3974283412851,19,0.0489035432204031,2.87328331325046e-05
"86","X8270",73.6328721724142,26,0.0484951136997407,1.93524671713323e-06
"16","X8199",75.688931747254,27,0.0481132298467483,1.67038608508024e-06
"55","X8239",59.3667645484038,22,0.0466941719768566,2.77154591136863e-05
"59","X8243",80.5145456250382,30,0.0464920685258979,1.66573930466349e-06
"28","X8211",77.2226041198549,29,0.0462016623567416,2.93136658448539e-06
"110","X8294",47.1963289625693,18,0.0456309113595131,0.000198035506774975
"87","X8271",64.6434233486208,26,0.0436799762511352,3.86426467510367e-05
"48","X8231",73.3329099762123,30,0.043060549847824,1.71336065160956e-05
"23","X8206",67.3677631484783,28,0.0424837285323345,4.30392386921004e-05
"69","X8253",69.5645646476481,29,0.0423746068524855,3.47718645516316e-05
"43","X8226",23.962981091747,10,0.0423370258777457,0.0076992585452545
"74","X8258",76.4897030949594,32,0.0422460429016021,1.65293936628672e-05
"25","X8208",38.9464005909275,17,0.0407088150894326,0.00181819580574798
"18","X8201",50.596461358612,23,0.0392458781925537,0.000768947620260778
"33","X8216",67.9004122646735,31,0.0390900326688381,0.000143145368345949
"52","X8235",45.990383189019,21,0.0390848168764371,0.00128158219543703
"40","X8223",67.5927634781591,31,0.0389267394774326,0.000156768357937685
"66","X8250",51.8296356366089,24,0.0385815268293575,0.000823407477099324
"12","X8195",8.4621252696913,4,0.0378418321248574,0.0760436168992294
"112","X8296",60.4667843793002,29,0.0373214453474812,0.000540158397402853
"63","X8247",55.6606187724869,27,0.0369140903027118,0.000948350359570643
"56","X8240",55.6273077681087,27,0.0368926322362926,0.000957477674991737
"8","X8191",49.2510594207942,24,0.0367506861753625,0.0017614205938902
"99","X8283",56.8671480375281,28,0.0363792880169804,0.00100715802324929
"53","X8237",63.7465186494241,32,0.0356865311858723,0.000707892953238472
"70","X8254",44.9294190842882,23,0.034984922548597,0.00405453467126243
