"","a1","d","g","u"
"X7732",47.7030154692981,-91.6147637641895,0.0905455407073672,1
"X7733",1.20165842682325,-1.85453685910552,0.0103670152620189,1
"X7734",49.2753088493454,-94.662525333842,0.00905634082178241,1
"X7735",-0.909394232226298,-5.68121717224666,3.27211032751101e-06,1
"X7736",-1.68786560799431,-7.25178383420397,5.54232228014754e-07,1
"X7737",4.5890124743428,4.89496683799082,4.08235182635072e-05,1
"X7738",-0.23010381444322,-0.937258230180323,6.55754875496039e-05,1
"X7739",49.2607969262937,-94.6363149566808,0.0116438668964287,1
"X7740",3.22084782629347,4.28537622285367,0.000284592755214614,1
"X7741",-1.25474434686828,-3.58997365665747,1.47868119471038e-06,1
"X7742",-1.08243856735548,-4.00034793351488,0.00165004205008009,1
"X7743",49.3114051071478,-94.7277187386185,0.00258752589526853,1
"X7744",3.3272598414,-0.126811419344418,0.281701802428973,1
"X7745",38.7845339195914,-81.3151056577209,0.0206202946406345,1
"X7746",2.28816623908564,1.23473306346594,0.00254278943342853,1
"X7747",-1.00892547109567,-2.46603772116291,0.0234362811005245,1
"X7748",1.41002189290019,-0.738907545627836,0.234607579152285,1
"X7749",1.222466474799,2.15468411446059,5.26869401636031e-05,1
"X7750",38.8004920005186,-81.3472527607817,0.0180427577693602,1
"X7751",49.3257653318429,-94.7536539748113,3.26989570970009e-07,1
"X7752",-2.89025300409209,-9.12385941380048,3.92947480628569e-07,1
"X7753",49.2462501270508,-94.610042042942,0.014231393030452,1
"X7754",49.246241966393,-94.6100265450775,0.0142313930313754,1
"X7755",1.57652104434752,1.72102584116565,1.45453519657301e-05,1
"X7756",11.8067716668442,-25.7363647207269,0.00130311430736004,1
"X7757",-1.8871156354086,-5.0273196797591,0.0309977248986759,1
"X7758",2.26251204607939,-1.92072316471505,0.0531747037157821,1
"X7759",-1.82380851119298,-5.914927850393,0.00545266181766751,1
"X7760",-1.78372845533314,-4.78284816923735,0.0123185244028301,1
"X7761",0.106099674871729,-2.26049678145332,0.000208999135960671,1
"X7762",-1.24875158662315,-5.18418667086687,8.52172505267862e-07,1
"X7763",-0.212923258521327,-1.09325873098132,5.77623471812654e-05,1
"X7764",-2.73363656209747,-6.21629979930479,4.51291578190929e-07,1
"X7765",-1.9632747110527,-7.07993614875318,0.00713741510316844,1
"X7766",0.205593334538208,-0.927431298378566,5.04540990586989e-05,1
"X7767",-1.24151171275597,-4.04305713135163,0.0314191038396425,1
"X7768",0.681208097340586,-1.87898737008553,1.33990661848862e-05,1
"X7769",-30.0242633224586,-60.2766299621923,0.004069466185209,1
"X7770",1.15565002360448,1.33068993228115,7.29814435921901e-05,1
"X7771",1.19989848788829,-0.380251239654312,0.277562796921595,1
"X7772",-0.31066129923637,-2.96706870478225,2.76042067452991e-05,1
"X7773",-1.15139126398955,-3.64214622811091,1.30636514483347e-06,1
"X7774",-1.97727695841942,-6.10863478067678,0.00264224041003043,1
"X7775",4.91692251854314,-9.19810901038618,0.019338203656297,1
"X7776",0.724601354842605,-0.156377969923733,1.64062583625507e-05,1
"X7777",37.6921286591234,-79.1263718074864,0.199759213098351,1
"X7778",-1.98487360022548,-7.17410158012896,0.00353792087753954,1
"X7779",1.88019782771775,2.49738977407808,0.000929628576593231,1
"X7780",49.3113673464216,-94.7276470264734,0.00258752589604499,1
"X7781",1.23739132315804,-2.02345837457497,0.0856822636856918,1
"X7782",2.11842049760828,1.76488702322783,1.06506500564623e-05,1
"X7783",-1.15768436081653,-5.50405520192468,1.32287723492304e-06,1
"X7784",0.631314316663133,-2.73384390582758,0.0179395310877967,1
"X7785",34.4272233037103,-72.2193096017625,0.123725205017679,1
"X7786",-29.5969297978458,-58.5425752054685,0.135074284404527,1
"X7787",3.87322021905345,-5.65782858314066,0.0515067918265994,1
"X7788",-1.28853638061519,-3.74299461163338,9.73778944085454e-06,1
"X7789",-4.81726454982147,-9.41633625657498,0.00723783233776568,1
"X7790",0.339858873882741,-0.41679512105741,4.55065581615132e-05,1
"X7791",-0.352248741428157,-0.840771410030204,6.42462983225111e-05,1
"X7792",5.35515046136427,-10.7672601275302,0.240764736593738,1
"X7793",38.8775043510628,-81.5008544981541,0.00257753688480354,1
"X7794",-2.65424306809335,-6.2746823803885,4.60245800590229e-07,1
"X7795",-14.010957328589,-27.6082570404988,0.03320481818923,1
"X7796",0.758169081485156,0.11627099719934,3.70864101582598e-05,1
"X7797",-0.600184842832554,-1.42683450530867,8.97810687054484e-06,1
"X7798",-1.16728699195298,-4.31931248675175,1.79054725440127e-06,1
"X7799",-0.244259599261367,-1.81165906557109,5.21196833623244e-05,1
"X7800",0.288405744931601,0.193069693588591,0.000395582489255619,1
"X7801",-1.03294890978216,-5.56681745239845,4.4610789393043e-06,1
"X7802",-0.921626684007181,-1.70384126450271,3.32589983370055e-06,1
"X7803",2.32775662440481,-3.65909827916116,0.173586371726979,1
"X7804",-0.296534471781471,-0.0995323298229465,5.4701338040654e-05,1
"X7805",0.28669128697901,0.358768943102102,0.000107857413507976,1
"X7806",47.1488250189262,-90.6543754341036,0.213458220226816,1
"X7807",-0.774702868888253,-1.35355929656943,0.0316285061190381,1
"X7808",-0.088676737916671,-0.782527006694562,0.00140623184483609,1
"X7809",-1.43409741365779,-5.61184677435961,0.0177471049260974,1
"X7810",38.4286474577564,-80.6031056574134,0.0850587126098503,1
"X7811",0.319328623784984,-0.8130064227654,9.2586436469471e-05,1
"X7812",-1.3092200509095,-4.0420711140499,0.0265169613667463,1
"X7813",-1.67011244704846,-5.28736787326282,0.0128849711164063,1
"X7814",3.35957329339623,1.48623763598007,0.320470055446881,1
"X7815",-1.60886228847592,-5.36131801186449,0.0099191654020357,1
"X7816",-0.00310037079970504,-3.08146279491964,0.161943300631248,1
"X7817",-2.87741472947131,-6.93808671813038,0.0135300105284465,1
"X7818",49.2969527716899,-94.7016123675099,0.00517505182310716,1
"X7819",1.6696116870811,2.84453790089895,0.000187207473112211,1
"X7820",-1.16493802657296,-5.57037425205132,0.0520929143447836,1
"X7821",49.216713942985,-94.5566644730465,0.0194064451341832,1
"X7822",49.0091946537768,-94.1807956418219,0.054337975983623,1
"X7823",-0.689837183956199,-1.62128240860963,0.162123503899992,1
"X7824",4.46535663073395,-1.49386709897192,0.12239531556621,1
"X7825",48.6711725526344,-93.5703943784152,0.109969852484691,1
"X7826",2.61274997363546,-6.11258543162961,0.0188352572295452,1
"X7827",-1.95300609870191,-6.76800129838781,0.00307474727294731,1
