"","a1","d","g","u"
"X8411",-0.66174240907715,-2.86372100953117,3.8624075489622e-06,1
"X8412",-0.0315769735577955,-3.22015511855287,0.0012344455626337,1
"X8413",-0.991720181362131,-3.34189706926739,0.00792756423981665,1
"X8414",0.362396559544895,-1.26353272236443,2.21060763640252e-05,1
"X8415",-1.41748311098303,-6.02856606737549,0.0019935952605542,1
"X8416",-0.288559970438998,-1.63869197773517,0.00010744420456275,1
"X8417",0.187202549820828,-0.453701240657199,0.000130910500067206,1
"X8418",40.42789415586,-68.5573731132272,0.0154650540440101,1
"X8419",2.43481456593859,-0.335569687144298,0.27852816051555,1
"X8420",-1.63312487090832,-7.36578859388412,6.35200377297455e-07,1
"X8421",0.0251602499421433,-1.05826547136187,0.0162716040154469,1
"X8422",-0.564381787024051,-2.14836850382454,0.00620129093202348,1
"X8423",47.9200807856532,-72.6689018416581,0.0969435529213548,1
"X8424",1.86341472305431,1.05270253800388,0.0882066272305958,1
"X8425",-1.86583326488778,-6.04846742020558,6.74418235325685e-07,1
"X8426",-1.85109917606755,-5.73696151397948,0.0104533961118315,1
"X8427",41.566257260633,-55.7652686027835,0.201751206387429,1
"X8428",40.4790477550018,-68.6389533594394,0.00515501806409421,1
"X8429",0.874025710903811,-1.28902836611246,0.192748463536142,1
"X8430",2.28380975983385,-3.62390891239092,0.0856227760484832,1
"X8431",18.7761554464085,-25.5640822034735,0.00321055917241016,1
"X8432",1.23092157612383,2.18721789049411,3.50263337376347e-05,1
"X8433",1.41707022775655,-0.267086039517015,5.09577496607659e-05,1
"X8434",27.5271253697267,-39.7279844194031,0.434029294830488,1
"X8435",-0.792376025706297,-5.98138398898184,0.0168946689525818,1
"X8436",-0.472734742582795,-4.64168536906942,0.025062584625912,1
"X8437",-1.280316748062,-5.59346677181996,9.35250748673556e-07,1
"X8438",7.03677001303459,-9.64712569756532,0.0191340500385018,1
"X8439",0.799934514028655,-0.740930053105888,1.20198440160012e-05,1
"X8440",-0.516620787886814,-4.17871530259626,9.66882954057265e-06,1
"X8441",1.8956554559211,-0.813581504477756,0.023804509859655,1
"X8442",52.0699205877591,-79.312629879188,0.0595123862023867,1
"X8443",-0.534291884211205,-2.87555904779925,1.45354510103734e-05,1
"X8444",1.15843827965761,-0.361216854230102,2.72187719138619e-05,1
"X8445",1.23599264067487,0.0500257128634613,0.0457923116527697,1
"X8446",0.349094239349938,-0.679764879044773,3.21095995446707e-05,1
"X8447",9.22138041495749,-14.9379680007642,0.0329537176767695,1
"X8448",-1.18683341766879,-4.68288328701792,0.019530098899138,1
"X8449",4.55331537453387,-7.7139704416616,0.0425095878775429,1
"X8450",40.4533114615744,-68.5978848870169,0.0103100360874914,1
"X8451",9.4795604331692,-13.4030758722901,0.377959826830894,1
"X8452",0.0794481366725637,-0.0298594681980891,0.00122632133931787,1
"X8453",34.2612752844066,-48.2903255925201,0.130087712172298,1
"X8454",40.4478096851539,-68.5892048874864,0.0115987905102316,1
"X8455",-0.285657609900051,-3.03725621534341,3.18190242267022e-05,1
"X8456",5.69426685437118,-8.58902082399476,0.0792177141504512,1
"X8457",40.2990797843336,-68.3514048402423,0.039951390445782,1
"X8458",0.144672282352362,-0.129757958614389,0.000437768781607223,1
"X8459",5.53835932162044,-8.8646137235308,0.0249295119056544,1
"X8460",33.2504946204063,-54.1829208560625,0.0827962176700671,1
"X8461",-0.289173030317336,-1.44884933774959,0.000104032232132076,1
"X8462",-1.5235729697753,-3.59736468052245,0.167333633331868,1
"X8463",9.12720970071864,-10.388473035694,0.0496168485767718,1
"X8464",39.6580715766511,-67.3307910175848,0.159805534825985,1
"X8465",-0.664612525250713,-4.83567055274996,0.0193378961334054,1
"X8466",0.292181148397266,-0.745908275130059,0.000108801284388809,1
"X8467",-25.4678735823966,-57.9439656132384,0.0191999894503702,1
"X8468",-0.946528507432305,-2.81919227657421,0.00864599839894586,1
"X8469",52.3828175958388,-79.7535323114545,0.00646873597759935,1
"X8470",-1.77145641224026,-5.18756661946103,8.07133607271067e-07,1
"X8471",2.45119736407237,-4.40791308506125,0.0636190292196364,1
"X8472",52.4116505466292,-79.7940923664987,0.00129374719339269,1
"X8473",52.4049988784919,-79.7847854303367,0.00258749436141386,1
"X8474",-0.940639763900208,-5.55763837796694,1.91572597203155e-06,1
"X8475",-1.30496169537353,-5.43673225438359,0.00208640867184483,1
"X8476",2.03354156082396,3.37047277983506,2.91880130805218e-05,1
"X8477",1.52148535609861,0.828380685256796,9.21221882087661e-06,1
"X8478",0.250192652566202,-1.97037346629972,0.000143394439427193,1
"X8479",0.331257975143405,-0.763611488779973,3.14825218750152e-05,1
"X8480",-1.4159951981813,-3.83662584245176,0.0111051874529508,1
"X8481",-2.45085930995127,-9.52029196982319,4.80358271641427e-07,1
"X8482",-0.789568652632713,-3.40563080389736,9.35667775915443e-06,1
"X8483",0.223748221424341,-2.12581643462386,0.000511271472071836,1
"X8484",-0.195154958162811,-3.78763116678503,9.69232130581831e-05,1
"X8485",2.87467570571837,-4.44312570359882,0.0131340635114667,1
"X8486",0.293853585906972,-0.849868461872548,7.07630920939763e-05,1
"X8487",1.36510635250979,0.27063262599642,6.93783177849284e-06,1
"X8488",49.6319919637347,-75.784280977662,0.327313933043075,1
"X8489",2.89798194189277,1.15192738919736,0.564112188338626,1
"X8490",-2.33748855737059,-5.4296368340314,0.115080419983458,1
"X8491",-1.30661834876292,-4.60973098164637,0.00476179027997065,1
"X8492",1.72695526753558,1.05652555058642,1.84009706674237e-05,1
"X8493",1.36989031369851,1.96966554846214,8.911960183368e-05,1
"X8494",4.77411759030327,-6.38655790975591,0.0605850046272417,1
"X8495",1.66943488508988,1.48551217718749,0.000331563819462379,1
"X8496",-2.3592540059495,-4.6894366864563,0.0240068879133467,1
"X8497",-1.83291006831171,-3.12243322324809,0.0388071225902223,1
"X8498",0.261891515424071,-1.4507860639647,5.09718999848646e-05,1
"X8499",-1.28757382961856,-5.23232776965091,9.65691412238914e-07,1
"X8500",2.03411431498271,2.05619353336274,3.68190955320753e-05,1
"X8501",40.1625989166378,-68.1348934907963,0.0683039838273383,1
"X8502",2.66482113487872,3.01631619093371,0.000118930890724515,1
"X8503",52.3678939628542,-79.7324973570013,0.00905623047191389,1
"X8504",4.79639982542367,4.12643011412562,0.359298415769703,1
"X8505",52.359253870499,-79.7177812583851,0.0064686765670428,1
"X8506",-1.73829154985392,-7.11584162384642,6.0324937271134e-07,1
"X8507",40.0133143196001,-59.3233737781382,0.0256845040296859,1
"X8508",1.86418457601763,-0.648586633941158,0.159204545592273,1
"X8509",52.3678317201591,-79.7324040416697,0.00905623047568307,1
"X8510",-1.18833225948142,-4.92407232973388,0.0104243415421689,1
"X8511",0.587134768056076,-0.144883008328586,9.80958739281845e-05,1
"X8512",0.858810653891061,-0.658340107111235,3.68455831902338e-05,1
"X8513",4.4328395651884,4.32395041711119,0.0295305844507754,1
"X8514",52.2893583690893,-79.6198032568867,0.019406162844024,1
"X8515",-1.45352688579532,-3.19628226427836,0.0419038163982686,1
"X8516",51.9892505449023,-79.176604815654,0.0336373210473136,1
"X8517",-2.40493571283541,-4.88750368128729,0.031330365557508,1
"X8518",-2.73728628718554,-5.81362292205402,0.0107270377960939,1
"X8519",-1.25617011456011,-5.72215289186889,1.18430281281912e-06,1
"X8520",-0.980805590074973,-4.76958283793467,0.0113998705716333,1
"X8521",-1.5231014479475,-5.91634213837655,8.47389708472122e-07,1
"X8522",52.3381206308216,-79.6905492240698,0.0142312196403239,1
"X8523",46.4442433395267,-61.6507923817788,0.0499953746800168,1
