"","item","S_X2","df.S_X2","RMSEA.S_X2","p.S_X2"
"102","X8738",25.7022288131321,2,0.123341965985854,2.62320316056425e-06
"56","X8692",152.290197781722,12,0.122505140261248,1.94407382572511e-26
"6","X8642",126.321608898124,10,0.122197260976913,2.62497401444055e-22
"99","X8735",24.0899775687362,2,0.119073168649064,5.87391741695558e-06
"13","X8649",10.0400551423311,1,0.107725076446567,0.00153172618290692
"105","X8741",15.4292450248402,2,0.0928414836926315,0.000446253887947895
"5","X8641",62.8997276219512,10,0.082405839697004,1.02025836122754e-09
"4","X8640",87.5456887185265,14,0.0821194180377796,1.10127472509174e-12
"101","X8737",30.2103646541342,5,0.080451812500191,1.34069683973398e-05
"63","X8699",29.5026490948965,5,0.0793145362452161,1.84741266939099e-05
"10","X8646",88.1741927126876,16,0.0760960733590857,5.41974928391757e-12
"16","X8652",72.247484647465,14,0.073081228812322,7.53885296733058e-10
"65","X8701",64.8789947792333,13,0.0715740135616505,6.93513612671924e-09
"81","X8717",70.3417441663295,15,0.0688195871292662,3.88257598322413e-09
"48","X8684",93.4595641233444,21,0.0665532828169751,4.05727026288502e-11
"50","X8686",67.5747877540627,16,0.0643265122078195,2.64316804116112e-08
"85","X8721",86.9141491427355,21,0.0634762042563956,5.46858866313676e-10
"22","X8658",28.9462564818686,7,0.0634398980468714,0.000147988364843495
"100","X8736",52.1383627555187,13,0.0621671448677599,1.27542477655475e-06
"88","X8724",11.9379572529781,3,0.0618428905542114,0.00759874291737657
"23","X8659",7.58995771798722,2,0.0598991327909348,0.0224833811330154
"18","X8654",56.5762155181604,15,0.0596496801370316,9.68251622050692e-07
"95","X8731",50.8558045161192,14,0.0581326607489045,4.38653139213543e-06
"66","X8702",60.9147634016229,17,0.057585359720405,7.4174360068588e-07
"110","X8746",48.308127082335,14,0.0560874581350654,1.16878511594875e-05
"19","X8655",77.2968017559528,23,0.0550496393000998,8.64977973016932e-08
"25","X8661",66.0941383780804,20,0.0543925129695487,7.8032841987158e-07
"68","X8704",46.9138091930206,15,0.0522606688536459,3.80082958833782e-05
"27","X8663",54.4022975888338,18,0.0509517865442341,1.5881879223688e-05
"12","X8648",8.75274319080741,3,0.049614444970011,0.0327655054615952
"24","X8660",39.964442808047,14,0.0487929141317739,0.000258400127617731
"46","X8682",13.8637644888533,5,0.0477040633574289,0.0164983575115278
"9","X8645",44.0901666674741,16,0.0474731924450061,0.000191122884574985
"53","X8689",33.0599872583222,12,0.047464586328325,0.000947369889872803
"41","X8677",38.0492279904045,14,0.0469588900497472,0.000510720234232901
"2","X8638",42.6120901246831,16,0.0462073191718411,0.000319599418180658
"79","X8715",47.7237572385174,18,0.0460412251306709,0.000165473177311059
"86","X8722",42.1079119585546,16,0.0457675167951454,0.000380237474423719
"33","X8669",46.934266691348,18,0.04542566132532,0.000216453902280393
"44","X8680",53.021316908024,21,0.0442426587785985,0.00013656395277131
"97","X8733",47.595280881628,19,0.0439543289527756,0.000293411296920131
"59","X8695",52.3810750800139,21,0.0437981264154013,0.000168575030281241
"52","X8688",4.94580341557207,2,0.043482865286661,0.0843397742118066
"3","X8639",17.2588063945489,7,0.0433741191421858,0.0158014482561081
"17","X8653",21.1952444710303,9,0.041706646580562,0.0118111586612943
"26","X8662",42.3780010112929,18,0.0416959683116768,0.00097903755853521
"103","X8739",9.33627229690967,4,0.0413828376026278,0.0532224059743144
"15","X8651",37.325836203646,16,0.041364170010122,0.00188647641212934
"38","X8674",39.4887588802962,17,0.041208760759379,0.00152716748442274
"72","X8708",34.3117056387375,15,0.0406533143467004,0.00307823383306352
"7","X8643",4.55597587401277,2,0.0405036954051307,0.102490216165195
"29","X8665",24.614008653361,11,0.0398591414322935,0.0103788621086134
"69","X8705",39.6411188183634,18,0.0392857341450362,0.00233516740333804
"35","X8671",41.1023206659279,19,0.0386432289852201,0.00233883979369367
"93","X8729",32.3058437140758,15,0.0384841616600908,0.00584822400103212
"55","X8691",34.00466164966,16,0.0380070149781978,0.00542516830515632
"45","X8681",29.7501384991604,14,0.038002261482554,0.00825969058494852
"31","X8667",48.7143934151096,23,0.0378839709738239,0.00135430808019611
"91","X8727",37.5306864748407,18,0.0373210430389989,0.00446639493080462
"43","X8679",19.1484985732971,10,0.0342693749688699,0.0384165641080323
"11","X8647",36.2129768611636,19,0.0341022051882327,0.00993745133571156
"58","X8694",45.1531444185932,24,0.0336366795300788,0.00558692909969437
"67","X8703",9.30879200287606,5,0.0332601370182679,0.097363464435631
"8","X8644",33.3796141543601,18,0.0331182773317359,0.0150089885357519
"37","X8673",27.4176481404085,15,0.0325990779569979,0.0255120707634209
"36","X8672",20.0630040801775,11,0.0325215335364337,0.0444840765573947
"73","X8709",39.1661696518653,22,0.0316487550372181,0.0135058117242533
"47","X8683",29.9527931914019,17,0.0312743668545863,0.0266875397104642
"111","X8747",24.5194813425003,14,0.0310573514883182,0.0396183243741919
"80","X8716",27.8898163027349,16,0.0308857998147004,0.0325910993650356
"32","X8668",24.3181321288379,14,0.0307586872159383,0.041926759326015
"113","X8749",25.9731410701317,15,0.0306444000251202,0.0383059378885629
"28","X8664",32.0258301894387,19,0.0296658759798429,0.0310460095938292
"57","X8693",35.2879574455216,21,0.029553348684303,0.0262471341893701
"96","X8732",16.0457750591538,10,0.0278584701540941,0.0983295133460841
"98","X8734",30.2341856415671,19,0.0275502325323174,0.0488926479408392
"62","X8698",23.621378884053,15,0.0271627669415446,0.0718084439022368
"104","X8740",24.6472158524054,16,0.0263396154333167,0.0762908774087787
"49","X8685",15.2724678197369,10,0.0260158631861756,0.122439419286968
"76","X8712",4.57716703273127,3,0.0259782259037988,0.205509581531061
"39","X8675",26.6218951484396,18,0.024796842704352,0.0863655685972692
"83","X8719",16.1339308541421,11,0.0244770985348177,0.136231128371823
"77","X8713",25.6122335838116,18,0.0232997398368818,0.108960279085866
"51","X8687",21.3158972852733,15,0.0232489407606718,0.127036292813664
"94","X8730",26.662309762082,19,0.0227527724378816,0.112768075313061
"64","X8700",21.7635472691614,16,0.0215038493829167,0.150991680626007
"90","X8726",21.5731280200911,16,0.0211456378254366,0.157517131612711
"1","X8637",17.4583761522858,13,0.020982051493377,0.179187818150163
"92","X8728",21.9358669529853,17,0.019305832453652,0.187198034960265
"108","X8744",17.8045289769092,15,0.0154922896247942,0.273081489474483
"74","X8710",23.1364502172024,20,0.01418846694228,0.282144322801169
"82","X8718",4.50651457072686,4,0.0127496201801874,0.341775719055625
"75","X8711",18.9564684391057,17,0.012154671720591,0.331036555570657
"42","X8678",10.6668294550755,10,0.009252064648846,0.384057128298878
"87","X8723",17.585926052363,17,0.00665163201322819,0.415401835320954
"60","X8696",16.5238429126881,16,0.00648293722190157,0.417035975584538
"14","X8650",8.58516092195028,11,0,0.660123368785273
"20","X8656",9.96939553160775,10,0,0.443182423931034
"34","X8670",18.8889624949886,19,0,0.463979909399482
"78","X8714",11.4336624541796,17,0,0.833153030533353
"89","X8725",10.2414924375835,11,0,0.508804591207698
"109","X8745",12.9801656706485,14,0,0.528085998978915
"112","X8748",9.79886828425418,10,0,0.458313086762259
"21","X8657",NA,0,NA,NA
"30","X8666",NA,0,NA,NA
"40","X8676",NA,0,NA,NA
"54","X8690",NA,0,NA,NA
"61","X8697",NA,0,NA,NA
"70","X8706",NA,0,NA,NA
"71","X8707",NA,0,NA,NA
"84","X8720",NA,0,NA,NA
"106","X8742",NA,NA,NA,NA
"107","X8743",NA,0,NA,NA
