"","item","S_X2","df.S_X2","RMSEA.S_X2","p.S_X2"
"21","X8431",59.0085699669438,4,0.132866793117756,4.68611226561716e-12
"112","X8522",62.0394907460503,6,0.109497129957767,1.73190829846081e-11
"32","X8442",169.43808291223,18,0.103923214151658,1.16901406555656e-26
"59","X8469",17.4543274724248,2,0.0995958697622554,0.000162121624449201
"57","X8467",93.8304848766441,13,0.0893402548531271,2.57519291232699e-14
"28","X8438",87.9839538324844,13,0.0860485909885071,3.39112026087208e-13
"79","X8489",130.828211177491,20,0.0843415222378327,2.72520430658427e-18
"43","X8453",136.727617250492,21,0.084108546810568,5.62756849228271e-19
"23","X8433",109.433250148516,20,0.0757645032860678,2.49144475377551e-14
"44","X8454",21.565971095154,4,0.0750822636034355,0.000244491757959358
"93","X8503",20.6701774740593,4,0.0731427672512762,0.000368089065039697
"82","X8492",97.1306239665966,19,0.0726549347420292,1.76564220800687e-12
"109","X8519",5.0105766142,1,0.0717521104805163,0.0251929147288095
"106","X8516",62.8681833086158,13,0.0701732140861229,1.60366134234074e-08
"39","X8449",81.420122689048,17,0.0697457235860935,2.14336646847336e-10
"113","X8523",75.644519509949,17,0.066545781033365,2.25229952456426e-09
"77","X8487",91.7483887759225,21,0.0657627401333608,8.04479401337163e-11
"18","X8428",4.36501136970536,1,0.0657240835621457,0.0366842383903869
"29","X8439",90.1195381782702,22,0.0630457445886752,3.27045268112819e-10
"31","X8441",70.1823881460878,18,0.0610038148144416,4.20922269707426e-08
"99","X8509",15.349964180376,4,0.0603529525117516,0.00402778440802434
"46","X8456",71.7961009789342,20,0.0576586948770537,9.2466788415589e-08
"7","X8417",83.7285394231309,24,0.056521879874364,1.53279176404547e-08
"66","X8476",65.0670252236736,19,0.055789125646015,5.95447160142477e-07
"5","X8415",6.71530013907561,2,0.0550137113208724,0.0348169803700718
"75","X8485",43.3103230669625,13,0.054708508851446,3.99043763617873e-05
"94","X8504",52.4649330997175,16,0.0540890047498538,9.21340449214039e-06
"42","X8452",81.7683905599291,25,0.053990152936596,6.0123703119446e-08
"111","X8521",6.48917307169172,2,0.053678385863552,0.0389846797931332
"95","X8505",6.42646603157672,2,0.0533021640066324,0.0402263503886006
"45","X8455",51.3939770874695,16,0.0532888026971624,1.37150364214319e-05
"83","X8493",64.2271875074123,20,0.053279597418877,1.5487044140706e-06
"34","X8444",61.3596851065724,20,0.0515234440117817,4.37788917409075e-06
"3","X8413",52.1369150225446,17,0.051509653048831,1.95613627588779e-05
"89","X8499",11.9445113201943,4,0.0504934295862794,0.0177686988083496
"16","X8426",34.88715145457,12,0.0494807780421207,0.000488083155754319
"108","X8518",48.5033689120991,17,0.0487736558946852,7.19036047322717e-05
"103","X8513",42.6210521600335,15,0.0486189696220106,0.000180250421606338
"36","X8446",64.9507760725568,23,0.0483879644506324,7.13188048526877e-06
"14","X8424",53.2225420330801,19,0.0480851088480786,4.33238976650896e-05
"87","X8497",66.810223744355,24,0.047851923430214,6.57954754910393e-06
"4","X8414",59.2225285505865,22,0.0466039649116764,2.91038344309962e-05
"102","X8512",58.9704288791783,22,0.0464458777879701,3.16955096034579e-05
"98","X8508",58.8895427442003,22,0.0463950414201172,3.25738709412162e-05
"26","X8436",37.4728979146343,14,0.0463928025122814,0.000625365794590287
"19","X8429",60.0686954361828,23,0.0454852937944188,3.73416652226934e-05
"105","X8515",59.0704630871254,23,0.0448686716340927,5.19999512246039e-05
"86","X8496",50.6669803458208,20,0.0443661538368902,0.000177645125782654
"107","X8517",50.0479807913694,20,0.0439161156212165,0.000218000940278083
"68","X8478",51.6666347869521,21,0.0432966888279071,0.0002129154114036
"88","X8498",50.1568542974343,21,0.0422174460529511,0.000346907624631114
"53","X8463",40.4701107489573,17,0.042098282676207,0.0011104478018375
