"","a1","d","g","u"
"X7845",45.2120124766856,-86.8452518494285,0.0116441959160967,1
"X7846",-1.05856342246935,-4.7826598673522,1.56704524204559e-06,1
"X7847",-1.72124342776912,-4.70830945916647,0.0153457649336318,1
"X7848",0.826533254205417,0.288325690805017,2.76997209231404e-05,1
"X7849",-3.41974603853817,-10.1243897612466,0.00374947858132709,1
"X7850",-2.02848690195747,-6.03095521533827,0.0163393301454943,1
"X7851",-0.468914106379317,-0.621504742851523,0.0112956988311614,1
"X7852",-0.0562341639995488,-2.63968896290836,0.00145186971280101,1
"X7853",0.136969028919449,0.338077204479492,0.000261710531909544,1
"X7854",45.2470648776947,-86.9084046043549,0.00517519807487041,1
"X7855",0.891887004933884,-2.16245020604082,5.29480877314834e-05,1
"X7856",28.6947170978736,-58.2003276723977,0.0336369560147656,1
"X7857",-2.4669073524484,-5.87240027550433,0.00896362613885716,1
"X7858",2.26543590083173,-5.66318682852502,0.0361256545881593,1
"X7859",0.0750055750153051,-1.48798607762148,0.00121551170454145,1
"X7860",-0.158967229445466,-1.78015842136267,0.000126655681253498,1
"X7861",-0.576801016957192,-3.02970965363398,1.17652144026598e-05,1
"X7862",34.8361329205054,-73.1631760473454,0.00515520487037164,1
"X7863",-1.61698289488125,-3.94060881242261,0.0159254503559148,1
"X7864",-0.375962029324688,-2.16003553698739,1.0488631150002e-05,1
"X7865",1.51387730078496,1.35585923402218,0.000246970684711848,1
"X7866",34.022127629629,-71.5396411473761,0.152078575272976,1
"X7867",-0.69358261502279,-2.96996738953054,6.00483448984283e-05,1
"X7868",0.267629446483165,-2.42299507225251,0.000108136369542554,1
"X7869",34.0323947688915,-56.1229860631448,0.0452261258194066,1
"X7870",-1.05508474407947,-5.1077017477814,1.47395991631207e-06,1
"X7871",-2.37851925451007,-7.02138079904944,5.2781316102696e-07,1
"X7872",-2.02821048766916,-5.70683500218302,0.0062939353473729,1
"X7873",34.8041706009306,-73.0995281638249,0.0115992108666603,1
"X7874",-0.904267533793751,-3.695876540373,3.92182563637628e-06,1
"X7875",0.184400889750053,-0.855278533941932,0.000105071178863816,1
"X7876",-0.384823760122276,-3.60177081086949,2.42906266050237e-05,1
"X7877",33.5945601727756,-70.6899841030192,0.22425142730889,1
"X7878",7.87877068920685,-13.6939178771768,0.17867915649075,1
"X7879",9.77124452250797,-16.8819182730597,0.293053862089002,1
"X7880",2.55171197291509,-1.64780040827714,0.128329462180458,1
"X7881",18.93538056617,-25.3072806709446,0.474848540344775,1
"X7882",0.862441354917363,-2.60052584934379,0.30449036480111,1
"X7883",38.4338355242622,-73.0156819514846,0.0292887053835528,1
"X7884",-0.521089677491354,-2.12839454530281,4.32788663778173e-05,1
"X7885",-0.755513244092115,-4.51716368497198,2.11814929988889e-06,1
"X7886",-0.803538998756653,-2.64789200141419,1.79670821652973e-06,1
"X7887",-0.705652365486664,-3.78496484267037,0.0124171177233163,1
"X7888",-2.75961721117069,-9.28042802421485,0.00138253321073465,1
"X7889",-1.08247260259911,-5.27287489629721,9.41586162020783e-07,1
"X7890",-0.331042455197692,-1.84747209442041,1.20936204851138e-05,1
"X7891",-2.33319649455589,-6.94193107120515,5.82924551929808e-07,1
"X7892",34.8489006901197,-73.1886058480163,0.00257760245926262,1
"X7893",2.68677742916719,0.970257616059817,0.260036592255726,1
"X7894",0.908518602842437,-3.51002866469745,0.0667717641571203,1
"X7895",0.092992589740424,-0.623629909028605,0.00194114292202749,1
"X7896",-1.22403333591296,-6.70329562706632,7.44697427038701e-07,1
"X7897",-0.967975028343348,-4.30536599446932,3.00367197011058e-06,1
"X7898",44.7797696852116,-86.0362612298322,0.0633927163555928,1
"X7899",0.556449042931127,-0.402015357041695,3.98410320658032e-05,1
"X7900",3.07839521872336,4.3231472183337,1.86440172698628e-05,1
"X7901",-1.77564532670218,-4.58154584960894,0.022876191784102,1
"X7902",-0.474963748400093,-2.39791561672986,4.5549199323383e-06,1
"X7903",2.03675696851578,-2.69745845974019,0.298010413449083,1
"X7904",-1.29154534811767,-4.86251781175986,6.00595256652583e-06,1
"X7905",45.1888681183873,-86.8033595346675,0.0155255951235018,1
"X7906",34.802477803286,-73.0959744009611,0.0115992110831117,1
"X7907",45.0243026578046,-86.4997000759681,0.0349322638505796,1
"X7908",2.990998108032,3.49210793521449,0.178378396532609,1
"X7909",0.493680710389466,-1.33980367599781,0.0933265091477387,1
"X7910",1.75611319707423,2.01294988649286,1.2242655956886e-05,1
"X7911",3.0512249971997,4.26924217702448,9.97864423840206e-05,1
"X7912",4.34022291808054,-6.95240449366905,0.051729009352936,1
"X7913",34.6715917071179,-72.8345379621574,0.036086436305056,1
"X7914",38.1381021457113,-0.866996808493925,0.157276466993271,1
"X7915",0.0571818080746814,-1.15514468899894,0.0012386261501831,1
"X7916",32.1506592803057,-67.8016217608458,0.403395225767168,1
"X7917",-0.899448875668729,-1.6757990217938,0.00015719378902529,1
"X7918",-1.70748308433944,-6.1986517677217,0.00103427765229759,1
"X7919",1.34194831824729,1.28305713021069,1.68411522705653e-05,1
"X7920",3.55271498981133,-4.88025159763043,0.145616014144985,1
"X7921",-0.398912395930485,-2.67835797086386,4.24381034156879e-05,1
"X7922",1.94499534650152,2.6113589146433,0.0256003235899056,1
"X7923",1.99579852584518,-2.08992321616985,0.0662637471167763,1
"X7924",1.27888384046203,-2.46174715066309,1.31269376329718e-05,1
"X7925",0.512955467981532,-0.850706552537204,4.07401547122617e-05,1
"X7926",0.912894679957,-0.558075944376434,2.61845803244362e-05,1
"X7927",5.90895687268727,9.17629137074398,1.20521474145101e-05,1
"X7928",-0.975333884715445,-1.90824661717785,0.0065178629137616,1
"X7929",0.0677368330366343,0.337635704038356,0.00125749213706537,1
"X7930",3.00111959016932,4.07673352814913,1.69428395572795e-05,1
"X7931",0.0430809544844831,0.38392812628939,0.00566267451934871,1
"X7932",2.58266435957336,1.86155115144527,0.18151350803546,1
"X7933",0.682218217820312,0.679906469001577,2.03090804460745e-05,1
"X7934",-0.340177413138911,-5.11758351569933,0.000156546717430523,1
"X7935",-0.195734113601156,-1.02180268171802,0.000302082753951328,1
"X7936",45.1669780500022,-86.763857496256,0.0194069943434586,1
"X7937",45.2331256722086,-86.8832959184613,0.00776279716550679,1
"X7938",2.07834847215539,1.94054240703235,0.0665543450175927,1
"X7939",0.0729531403153297,-0.573894087527542,0.000661538392500904,1
"X7940",2.60741377656126,5.4216979652534,8.77492434943372e-05,1
"X7941",-0.966424107313883,-4.40691726033295,0.0398470510789642,1
"X7942",45.0589941191609,-86.5692522495291,0.0388139895739681,1
"X7943",1.4730706647303,2.50036651040763,2.18330488439981e-05,1
"X7944",45.2259570265882,-86.870365036977,0.00905659674847714,1
"X7945",44.7913340331544,-86.0024132980586,0.0155150688480159,1
"X7946",2.17122248859644,-1.71455741998395,0.148778470120336,1
"X7947",0.270929500186757,-2.26966709391415,0.000311168182667022,1
"X7948",45.1838077927999,-86.7944376295421,0.0168193944374714,1
"X7949",-0.0790138264962796,-1.92050706515049,0.00785140849927106,1
"X7950",3.12604909291128,5.14853985825716,1.92633082673416e-05,1
"X7951",-0.586599895713476,-2.23502377983769,3.11454421704282e-06,1
"X7952",0.770059706307005,0.461487360245164,1.39971450507237e-05,1
"X7953",44.7228678421201,-85.9629122282117,0.0957411911395471,1
"X7954",7.15889643893031,-10.642322296874,0.330716897936089,1
"X7955",1.3263960363662,2.49502260439941,0.00145511770573615,1
"X7956",6.42859975728905,-0.257034372871024,0.354469154826859,1
"X7957",-1.21409182402531,-3.80538061500841,0.255620945317091,1
