"outfit","z.outfit","infit","z.infit","Zh"
6.78412729034615,4.40383815500114,3.19645149410129,6.67206113954031,-12.2495484053291
6.29622327518683,4.29013260929801,3.0362141185899,6.32889253559576,-11.3232127493664
5.50278128704587,3.5651593394775,3.01216501926578,6.25196558004372,-10.8483533175571
6.89245348824155,4.16316044177412,3.1775372381316,6.61303111093431,-12.0892534505786
3.37411005887533,2.61385974506684,2.10167294194368,4.15643878528016,-6.01487899951089
3.39619039434321,2.62842358412465,2.17367886979564,4.36809650909753,-6.24849050864078
0.262821869744428,-1.37597664260199,0.60610578789228,-2.46067046222585,1.90653537651336
3.81045380371451,2.91255803566007,1.97872762568871,3.78565206824134,-5.39159557481917
0.648312333103587,-0.392013985651832,1.14448299985005,0.836573572891201,-0.391436093994207
1.22330271803991,0.534178498011752,1.20167432373622,1.09780289955265,-1.10007052373216
0.254838945044657,-1.46435865390026,0.660674845274913,-2.12068663315563,1.83778797150733
5.81472996855108,3.99024938816878,1.18397821089762,1.02827721094535,-2.84769488543823
0.671697779784102,-0.319695640972484,1.09526020291224,0.574254270364652,-0.272826738070198
0.275749094036114,-1.33667223583613,0.68032462390481,-1.91966235187337,1.65983856672451
0.388353336739044,-1.02370128456901,0.896240101764805,-0.546454074178595,0.808476958919629
0.333999035305736,-1.17618177270797,0.841279038665676,-0.886589502117468,1.11802726332042
0.550546662170122,-0.611310915672896,0.924795884354773,-0.375564761537082,0.401874461215533
0.519361834272402,-0.668885047233493,0.973503101931818,-0.0913992711991338,0.320030675641507
0.698917062625827,-0.267563667618677,0.954010163318787,-0.20273293242299,0.256106780133262
0.349134173210276,-1.08999749525762,0.771024401401246,-1.34367588391141,1.31996643722613
0.456551622140576,-0.982878687693154,0.845061175481942,-0.947436341512348,1.17506192431456
0.25799527741824,-1.39789331392163,0.697099478528911,-1.80022216071019,1.66209481083613
0.335893097670025,-1.18364551169514,0.787528860433086,-1.23367272874077,1.26063052830627
0.303341152042987,-1.28389184952191,0.772233549552416,-1.33516789668614,1.39379572285001
0.27924492191435,-1.36800416927382,0.707656759750027,-1.78156927987455,1.62113514457116
0.63673724065162,-0.385886836379176,0.859673627638716,-0.766854475549826,0.651441038849599
0.352190296852582,-1.13142027399133,0.791650907792545,-1.20730323009886,1.20442614428905
0.568890777941766,-0.561528930898283,0.916993220840749,-0.421825302597191,0.465638265373363
0.285785300414551,-1.29955108415521,0.654127233291436,-2.10595998598706,1.71376247346796
0.435770772527704,-0.866974273804083,0.916623304063608,-0.413129026296804,0.599778516702564
0.392791902357703,-1.01174815109579,0.830921276172131,-0.952798081800895,1.00983914757153
0.846777487854994,-0.0823219169036404,1.04542576686922,0.328958006740445,-0.157504037237394
0.535038689635518,-0.753756810509219,0.95257215886795,-0.219964620958609,0.529142822628645
0.716476923916463,-0.233292760519159,1.03684598351216,0.2631332003422,-0.0809653317423253
0.745548086841673,-0.180753329081353,1.01758221540629,0.157354077865016,-0.0658240693866206
0.710246289764344,-0.360639598979008,1.04993387951718,0.344640132606638,-0.0514476994466038
0.501969308679008,-0.852324456826597,0.887256668382239,-0.622929585831711,0.848792567592899
0.253395964341197,-1.40400858162283,0.583542477024302,-2.62892559516425,1.97807428466377
1.05834184788957,0.307687696964831,1.03980213469918,0.277725629209087,-0.321738076456786
0.221581532442268,-1.5261397440925,0.595323021465379,-2.53701483369961,2.02521765048966
0.458444258123412,-0.832636444998532,0.833685006502713,-0.934508107370281,0.863099043157035
0.223861826600451,-1.52652121076949,0.546212660255889,-3.02661753960573,2.26730155688863
0.330743459621657,-1.13101806621526,0.626161483025413,-2.3780593765935,1.84494402517279
0.569404393660155,-0.536012528704569,0.856368965223449,-0.792240297669648,0.701284554274998
0.5894019349479,-0.48195474947156,0.867800019417672,-0.716672808805036,0.706171917852655
0.632358763428224,-0.396800916500684,0.957428312310731,-0.183593308754977,0.30944224558986
0.305612487771325,-1.26433089871549,0.690245704839498,-1.90476162141192,1.63648583530909
0.455270499812546,-0.794597575878494,0.872970960489765,-0.688218051293333,0.776125927468784
0.325645297636177,-1.17704160983268,0.715147121696102,-1.68258552562374,1.44405898222124
0.467366136216736,-0.962211313914956,0.884348886800411,-0.658921185276922,0.966984658541395
0.541116742315188,-0.586885342744995,0.935465494484048,-0.310990578826166,0.466415230506063
0.527358674247679,-0.664155751019545,1.0127486422699,0.13067932570496,0.135466741068851
0.792154160675849,-0.100573848141236,1.01979753257424,0.169713175032084,-0.115769111001714
0.792154160675849,-0.100573848141236,1.01979753257424,0.169713175032084,-0.115769111001714
