"","item","S_X2","df.S_X2","RMSEA.S_X2","p.S_X2"
"27","X8775",62.5495610711719,3,0.159628313828085,1.67637612700886e-13
"53","X8801",136.403669835181,13,0.110388449304365,1.10384211927033e-22
"75","X8823",62.3397749238426,6,0.109790104841291,1.50445224527378e-11
"78","X8826",89.3145365473241,10,0.100903833618637,7.32333296457237e-15
"35","X8783",73.6441071497768,10,0.0903879153641336,8.73047961990513e-12
"100","X8848",30.9295447372105,5,0.0815912740703233,9.67211357084722e-06
"22","X8770",136.824228550606,23,0.0797048430485366,3.57622575887625e-18
"86","X8834",11.6207470623845,2,0.0785815646277686,0.00299631064778029
"90","X8838",119.719801875334,21,0.0776826015321428,8.03765058790882e-16
"62","X8810",22.3604963413233,4,0.0767615055609457,0.000169877573993539
"19","X8767",19.7327964423773,4,0.0710565696152505,0.000563849646987803
"96","X8844",70.9514472789812,15,0.0691976433486962,3.0220762916588e-09
"3","X8751",103.368312754902,22,0.0689045000652297,1.65461242357354e-12
"16","X8764",27.8238327402518,6,0.0683315320742982,0.000101418480750198
"69","X8817",109.080634510962,24,0.0674591726283619,8.15877283176625e-13
"24","X8772",74.2056879844704,17,0.065724367746131,4.02204314075749e-09
"52","X8800",39.9648941517864,10,0.0620208401678033,1.71876403856621e-05
"2","X8750",95.6349709182711,24,0.0618996501960038,1.65071368528102e-10
"14","X8762",81.1142147830292,21,0.0606192017470979,5.25453262017313e-09
"7","X8755",64.5820801432655,18,0.0576374100862784,3.64453378343651e-07
"42","X8790",82.0026301925843,23,0.0573856148361263,1.50031967439394e-08
"58","X8806",74.292746931532,21,0.0570762822432781,7.09193182915344e-08
"99","X8847",43.4978796091105,14,0.0520071018238519,7.12954007181462e-05
"28","X8776",33.6299848603536,11,0.0513898157138455,0.000415664468838376
"92","X8840",51.0407811138607,17,0.050699837689929,2.90756529496333e-05
"46","X8794",5.95899995202624,2,0.0504091090451717,0.0508182378509645
"79","X8827",52.6777148809425,18,0.0497302055577009,2.9424373449068e-05
"98","X8846",52.4412089894824,18,0.0495603326439483,3.20020956497202e-05
"64","X8812",11.6180176336155,4,0.0494449864598289,0.0204297674000625
"66","X8814",59.7039886789163,21,0.0486406629778762,1.41580888121621e-05
"81","X8829",60.1167178403627,22,0.0471604216535731,2.14772129766982e-05
"51","X8799",48.90841098304,18,0.0469497579698801,0.000110191736283891
"72","X8820",61.6337408979156,23,0.0464355650451388,2.21037881006228e-05
"11","X8759",74.893512453493,28,0.0463669615610477,3.74962256854078e-06
"39","X8787",12.9412072779885,5,0.0451533040569877,0.0239359930485308
"45","X8793",55.9115404859808,22,0.0444829611904283,8.80389418649732e-05
"71","X8819",5.05099766495842,2,0.0442524388843526,0.0800183870590247
"4","X8752",57.7489211405073,23,0.0440390575027333,8.02771536948849e-05
