"","item","S_X2","df.S_X2","RMSEA.S_X2","p.S_X2"
"98","X8395",188.747470233342,12,0.137504607707969,6.79919877760731e-34
"55","X8352",179.058107407948,14,0.123022821676361,1.00517066435991e-30
"11","X8308",48.545974570895,4,0.119565396367976,7.26159697463739e-10
"104","X8401",107.532790486742,11,0.106138356589388,5.69092193428945e-18
"70","X8367",24.0445873578406,3,0.0948944583156261,2.4450238080986e-05
"18","X8315",63.9594676374304,8,0.094759566394152,7.7479824838805e-11
"41","X8338",106.678788640315,14,0.0921843987974847,2.4584812731531e-16
"85","X8382",88.7256578534124,12,0.0905964037428613,8.70944064165326e-14
"102","X8399",96.969131163686,14,0.0872218962958424,1.80182072071627e-14
"9","X8306",19.1861809735159,3,0.0832228989440429,0.000250202972663922
"62","X8359",42.4197895735715,7,0.0805944692346914,4.31639850654356e-07
"69","X8366",77.3325314978429,13,0.079703045372652,3.49275645906622e-11
"14","X8311",62.7870866372433,11,0.0777402026651998,2.80276018882411e-09
"29","X8326",79.7397365126834,15,0.0744339566851276,7.79326104395439e-11
"107","X8404",9.22537038973325,2,0.0680998775196083,0.00992513158197912
"53","X8350",69.7453767547463,16,0.0656661925273722,1.10577428500901e-08
"66","X8363",8.38506118166802,2,0.0640175139590472,0.0151080042800656
"93","X8390",61.3110247157041,15,0.0629546533594355,1.49887114146007e-07
"58","X8355",56.2203205934429,14,0.0622197148878591,5.3363577785864e-07
"83","X8380",16.0541551374583,4,0.0621970324051387,0.0029473497876484
"35","X8332",48.0485085436959,12,0.0620989559655966,3.06549068432711e-06
"75","X8372",64.9437395817586,17,0.0601689958010712,1.57065456266211e-07
"112","X8409",49.5918360323725,13,0.060110687567087,3.50253286435141e-06
"103","X8400",63.9373504920911,17,0.0595341415857664,2.32069522067117e-07
"12","X8309",48.5315658025445,13,0.0592334145002531,5.31380281971739e-06
"10","X8307",22.3806950474435,6,0.0592000138912548,0.00103278207666351
"16","X8313",50.5353949409176,14,0.057879418137307,4.96574827886995e-06
"25","X8322",55.7283028493688,16,0.0564574535988125,2.69829092779693e-06
"74","X8371",50.1820814090878,15,0.0548714461443823,1.12435757324042e-05
"84","X8381",29.0193741102701,9,0.0534361627843993,0.000643183030457994
"30","X8327",46.0706390903761,15,0.0515656782909939,5.1812147055873e-05
"113","X8410",18.2810945507167,6,0.051259478497126,0.00556681179813785
"31","X8328",2.97730083548768,1,0.0503811000726312,0.0844399820910052
"96","X8393",23.3506677826406,8,0.0496306444015185,0.0029420291367563
"45","X8342",22.6568517932505,8,0.0484960789298909,0.00383390876811102
"7","X8304",5.60133804880889,2,0.048078202026978,0.0607693928153505
"92","X8389",38.9382210013037,14,0.0478189447433875,0.000372833150448126
"60","X8357",52.0984886474415,19,0.04728882818624,6.39527124726618e-05
"68","X8365",37.9376630387058,14,0.0468498417185615,0.000531188966657762
"50","X8347",44.1266788383284,17,0.0452590176475466,0.00032807835675149
"26","X8323",43.9627222592645,17,0.045122035152197,0.000346864951608818
"49","X8346",17.633578446308,7,0.0441592786817562,0.0137372683742866
"71","X8368",32.6739414373834,13,0.0440763154049479,0.00190682040406746
"106","X8403",37.634596063169,15,0.0440120923819599,0.00102148044589168
"13","X8310",25.0026134830391,10,0.0438848614363915,0.00534055389876268
"81","X8378",41.6882811822934,17,0.0431769775673541,0.000743780915425323
"15","X8312",44.0500634409427,18,0.0431021973700248,0.000567473203642608
"40","X8337",36.5418808061975,15,0.0429365801995172,0.00147568290876068
"6","X8303",33.9872973857167,14,0.0428099075994972,0.00207126382855011
"17","X8314",33.5933613582244,14,0.0423859310604781,0.00236397421608102
"27","X8324",28.6225869758769,12,0.0421686750075336,0.00448103793892981
"43","X8340",37.519822598139,16,0.0415518747560547,0.00177090345147509
"8","X8305",37.7334781579493,17,0.0395678900533803,0.00267362619786722
"48","X8345",35.0287574978467,16,0.039072976449138,0.00393844334899954
"76","X8373",32.1961108022039,15,0.0383619574276538,0.00605372557609763
"78","X8375",29.4551986580282,14,0.0376447614319776,0.00906352520029638
"21","X8318",22.9576646557659,11,0.0373558061856319,0.0179196814087586
"87","X8384",29.0159101990515,14,0.0371059097988441,0.0103986879118862
"42","X8339",22.4038784585607,11,0.0364805366628023,0.021424533380754
"88","X8385",32.4525481896031,16,0.0363318795402125,0.0087266009118601
"2","X8299",13.782391137757,7,0.0352674181454196,0.0551898942440538
"65","X8362",29.2533735010268,15,0.034925648149688,0.0149175629005907
"77","X8374",27.2321917432855,14,0.0348323797152336,0.0179577851111611
"34","X8331",9.49466375380099,5,0.03396994727769,0.0908873234231654
"90","X8387",18.3714777458588,10,0.0327817651531214,0.0490114353086965
"72","X8369",18.2749402603527,10,0.0325922021048396,0.0504991443307633
"38","X8335",21.1366399061524,12,0.031263234093166,0.0484150200210802
"37","X8334",29.8227503942744,17,0.0311169774181596,0.0276520525916149
"59","X8356",22.7686143278747,13,0.0310581853088529,0.0445382915505821
"56","X8353",27.8309428174231,16,0.0308092380259451,0.0331211986379831
"3","X8300",26.0595660452499,15,0.0307648417070342,0.0374012245005205
"54","X8351",16.5332665600487,10,0.0289598601406222,0.0853509070995521
"33","X8330",16.2884469783779,10,0.0284120763399717,0.0916676440431163
"46","X8343",24.2886207970056,15,0.0281942962227391,0.0603515124525626
"57","X8354",20.8342697818426,13,0.0278137057916593,0.0762719077608655
"28","X8325",22.3894788258217,14,0.0277354198489226,0.0709579372445213
"47","X8344",18.5869082977726,12,0.0265449221980131,0.0989972467021997
"63","X8360",23.0333263644254,15,0.0262200398367241,0.0834348446147693
"79","X8376",24.4999910925949,16,0.0261144278480703,0.0791387180818416
"95","X8392",13.4650938284667,9,0.0252362784815802,0.142665529941715
"94","X8391",25.8087883989638,18,0.0235986329786247,0.104210987727253
"111","X8408",18.5137398212976,13,0.0233336527017313,0.138969014087642
"64","X8361",20.2294156727001,15,0.0211549607408106,0.1633075580175
"23","X8320",23.662137944942,18,0.0200948718754611,0.166411205620676
"24","X8321",19.6074397501834,16,0.0170126051729538,0.238423949702971
"82","X8379",13.2836337815748,11,0.0163248108522289,0.275192207468025
"73","X8370",15.5015556589894,13,0.0157168200287109,0.277095690657164
"61","X8358",11.5997526326929,10,0.0143303793784851,0.312736006712799
"22","X8319",2.22615683606946,2,0.0120481712872448,0.32854600078348
"32","X8329",7.41732117895059,7,0.00874817503643512,0.386758033684599
"1","X8298",4.38564233609951,8,0,0.820762209244905
"4","X8301",5.94779889544074,6,0,0.429063058481076
"5","X8302",4.54970135847809,10,0,0.919161903170993
"39","X8336",1.6772316737932,4,0,0.794849245252048
"51","X8348",13.7283670048904,14,0,0.470137887242233
"52","X8349",11.6427042081537,14,0,0.634971964991873
"89","X8386",3.43499833581273,4,0,0.487830566070943
"100","X8397",13.4113469395722,14,0,0.494419958482354
"108","X8405",0.619373355756171,2,0,0.733676797386205
"19","X8316",NA,0,NA,NA
"20","X8317",NA,0,NA,NA
"36","X8333",NA,0,NA,NA
"44","X8341",NA,0,NA,NA
"67","X8364",NA,0,NA,NA
"80","X8377",NA,NA,NA,NA
"86","X8383",NA,0,NA,NA
"91","X8388",NA,NA,NA,NA
"97","X8394",NA,0,NA,NA
"99","X8396",NA,0,NA,NA
"101","X8398",NA,0,NA,NA
"105","X8402",NA,0,NA,NA
"109","X8406",NA,0,NA,NA
"110","X8407",NA,0,NA,NA
