"","Item1","Item2","Q3"
"151","X7685","X7714",0.627404555213388
"162","X7682","X7717",0.504229994299338
"66","X7681","X7682",0.477780409623939
"217","X7682","X7729",0.463083368032042
"188","X7623","X7723",0.454319557006654
"214","X7717","X7727",0.443897475422705
"58","X7652","X7677",0.42426565258501
"62","X7636","X7678",0.422060554998392
"26","X7634","X7659",0.420722369399745
"113","X7657","X7701",0.420223708721025
"209","X7681","X7727",0.420136305469563
"4","X7626","X7632",0.415401218924645
"106","X7696","X7699",0.4097111135715
"216","X7681","X7729",0.395957914156465
"221","X7727","X7729",0.39044321159846
"114","X7690","X7701",0.384929394240534
"108","X7696","X7700",0.383272106204455
"109","X7699","X7700",0.381287475666365
"218","X7692","X7729",0.379620450763451
"219","X7717","X7729",0.379313838767992
"54","X7620","X7674",0.37525237812823
"10","X7624","X7638",0.368757804024852
"183","X7652","X7722",0.363457817377516
"129","X7627","X7705",0.361896394242255
"189","X7636","X7723",0.360920973375626
"205","X7706","X7726",0.354253917908852
"146","X7708","X7713",0.351551468793804
"228","X7630","X7731",0.347990560731406
"150","X7674","X7714",0.347396043352141
"211","X7692","X7727",0.343057565220596
"195","X7668","X7724",0.333977188630755
"177","X7668","X7721",0.332763270794913
"78","X7687","X7689",0.332388576466275
"171","X7618","X7721",0.329176464300855
"203","X7660","X7726",0.325095331546545
"168","X7717","X7719",0.325054612035549
"31","X7627","X7663",0.324008922982204
"21","X7637","X7652",0.3220711326273
"140","X7705","X7708",0.31983699860643
"182","X7637","X7722",0.318547244612825
"215","X7719","X7727",0.316504149751306
"160","X7672","X7716",0.315777877212352
"131","X7689","X7705",0.315565357554717
"74","X7630","X7686",0.313032467722985
"126","X7690","X7703",0.310293433636155
"212","X7705","X7727",0.309320247912449
"90","X7628","X7695",0.306369046694639
"88","X7682","X7692",0.305861900645938
"139","X7689","X7708",0.305627823177773
"121","X7622","X7703",0.305451059375847
"15","X7628","X7644",0.304830271471968
"220","X7719","X7729",0.30464271202374
"100","X7637","X7699",0.302859051926339
"210","X7682","X7727",0.300922797763927
"197","X7652","X7725",0.299102340561061
"17","X7628","X7648",0.298234549975263
"95","X7653","X7696",0.29727735902102
"9","X7622","X7637",0.296282979581581
"155","X7619","X7716",0.295943234018191
"222","X7628","X7730",0.295772577863302
"130","X7663","X7705",0.295445154217968
"7","X7631","X7636",0.291576640474225
"8","X7634","X7636",0.291455624608368
"76","X7663","X7687",0.287949344098635
"202","X7722","X7725",0.285539624832581
"49","X7619","X7672",0.284095011001719
"208","X7660","X7727",0.283942242286299
"163","X7692","X7717",0.283789135098445
"101","X7639","X7699",0.282452592618148
"69","X7652","X7684",0.281477321051278
"79","X7652","X7690",0.281425908879184
"201","X7701","X7725",0.280675433027266
"23","X7645","X7654",0.279710103379372
"50","X7633","X7672",0.279418177042397
"196","X7721","X7724",0.279070987774035
"227","X7695","X7730",0.278538716379607
"224","X7648","X7730",0.275910120524866
"56","X7634","X7676",0.274756759327358
"144","X7704","X7713",0.274128111021453
"104","X7677","X7699",0.273441968115463
"55","X7655","X7674",0.270839352584385
"102","X7652","X7699",0.270434905994033
"123","X7652","X7703",0.269424947253935
"145","X7705","X7713",0.269389232980075
"91","X7644","X7695",0.268532497097993
"186","X7690","X7722",0.267021033452378
"97","X7666","X7696",0.266193328031983
"213","X7706","X7727",0.264333404948593
"94","X7664","X7695",0.26316735684248
"148","X7620","X7714",0.261773066446709
"48","X7652","X7671",0.25935012801737
"25","X7619","X7658",0.259065973334912
"172","X7619","X7721",0.257735888872297
"167","X7715","X7719",0.255352095740075
"45","X7642","X7668",0.254269643327501
"120","X7699","X7702",0.254208458597596
"137","X7636","X7707",0.25409728842379
"27","X7636","X7659",0.253623639616643
"112","X7652","X7701",0.25298613806199
"206","X7721","X7726",0.252656443502205
"199","X7677","X7725",0.252611543990409
"57","X7637","X7677",0.252473680257718
"39","X7656","X7666",0.25142360488518
"72","X7641","X7685",0.250827116369025
"51","X7642","X7672",0.2507793281225
"52","X7658","X7672",0.250119374719576
"141","X7698","X7710",0.249808719993319
"174","X7651","X7721",0.248872238331796
"229","X7705","X7731",0.248172132619729
"178","X7716","X7721",0.248027355380666
"154","X7624","X7715",0.247033939907014
"169","X7677","X7720",0.246774638630947
"42","X7628","X7667",0.246767620332836
"149","X7624","X7714",0.245563612616531
"63","X7647","X7678",0.245420752701296
