"Model_Name","Theta_CAT","Theta_WLE","RMSE_single","SE","Num_Items","Time_Taken_Sec"
"0-hero/Matter-0.1-7B",-0.0956601342380341,-0.215266840346375,0.119606706108341,0.0998952982723388,33,14.0409154891968
"0-hero/Matter-0.1-7B-boost",-0.160888531112243,-0.108978744488545,0.0519097866236979,0.0994584609521689,50,20.8201749324799
"0-hero/Matter-0.1-7B-boost-DPO",0.240944188433791,0.170397855450892,0.0705463329828986,0.0780349502300169,30,12.5759298801422
"0-hero/Matter-0.1-7B-boost-DPO-preview",0.245631630815948,0.129631358455217,0.116000272360731,0.0767594820818691,30,12.8838558197021
"0-hero/Matter-0.1-7B-DPO-preview",-0.00604107678888176,-0.0972938823486893,0.0912528055598075,0.0992656956896126,34,14.6701078414917
"0-hero/Matter-0.1-Slim-7B",-0.4712912748291,-0.412255225276825,0.0590360495522749,0.0998734591000328,40,17.1305849552155
"0-hero/Matter-0.1-Slim-7B-A",-0.488640863941458,-0.412255225276825,0.076385638664633,0.0998981146214407,40,16.7886934280396
"0-hero/Matter-0.1-Slim-7B-B",-0.361838131012467,-0.326750756621579,0.0350873743908879,0.0996410985686339,47,19.8701002597809
"0-hero/Matter-0.1-Slim-7B-C",-0.258668114981868,-0.271052898644417,0.0123847836625487,0.0996132096717525,47,20.0806052684784
"0-hero/Matter-0.1-Slim-7B-C-DPO",-0.155171632047471,-0.0584844116595975,0.0966872203878736,0.0999685594857176,36,15.8291621208191
"0-hero/Matter-0.1-Slim-7B-preview",-0.318343166547132,-0.357848929317432,0.0395057627702999,0.0997982610073157,48,21.1841924190521
"0-hero/Matter-0.2-7B",-0.247532162678372,-0.221763047751736,0.025769114926636,0.0994050584826741,47,20.6849055290222
"01-ai/Yi-34B-200K",-0.496012144524145,-0.476462471480855,0.0195496730432901,0.0998907493991815,42,18.3033814430237
"01-ai/Yi-34B-Chat",-0.527544809905431,-0.558440284436539,0.0308954745311076,0.0997406146537839,43,18.7062954902649
"01-ai/Yi-9B",-1.0068411899705,-0.977276804941885,0.0295643850286174,0.0999562347886752,80,34.5352153778076
"01-ai/Yi-9B-200K",-1.25338501656989,-1.21422800680744,0.0391570097624527,0.0998582563617178,92,39.0153183937073
"152334H/miqu-1-70b-sf",0.134291145268638,0.0885548602419384,0.0457362850266993,0.0883310124751283,30,13.0845506191254
"1TuanPham/T-Llama",-2.01207382114774,-2.00951503588733,0.00255878526040965,0.0999839213761979,277,119.243327140808
"222gate/bleagle-7b-v0.1-test",1.26324072234853,1.29548082365486,0.03224010130633,0.0626208572854123,30,13.1499478816986
