"Model_Name","Theta_WLE","SE"
"0-hero/Matter-0.1-7B",-0.215266840346375,0.0682008345527148
"0-hero/Matter-0.1-7B-boost",-0.108978744488545,0.0715773969522293
"0-hero/Matter-0.1-7B-boost-DPO",0.170397855450892,0.0632982469179412
"0-hero/Matter-0.1-7B-boost-DPO-preview",0.129631358455217,0.0663255015418347
"0-hero/Matter-0.1-7B-DPO-preview",-0.0972938823486893,0.0642289986285897
"0-hero/Matter-0.1-Slim-7B",-0.412255225276825,0.0658585968058244
"0-hero/Matter-0.1-Slim-7B-A",-0.412255225276825,0.0658585968058244
"0-hero/Matter-0.1-Slim-7B-B",-0.326750756621579,0.064304933658591
"0-hero/Matter-0.1-Slim-7B-C",-0.271052898644417,0.0659744221119946
"0-hero/Matter-0.1-Slim-7B-C-DPO",-0.0584844116595975,0.0662917841802605
"0-hero/Matter-0.1-Slim-7B-preview",-0.357848929317432,0.0632729869459082
"0-hero/Matter-0.2-7B",-0.221763047751736,0.0694905077440131
"01-ai/Yi-34B-200K",-0.476462471480855,0.068857672128652
"01-ai/Yi-34B-Chat",-0.558440284436539,0.0664858567991258
"01-ai/Yi-9B",-0.977276804941885,0.0807495133849336
"01-ai/Yi-9B-200K",-1.21422800680744,0.0785165682471809
"152334H/miqu-1-70b-sf",0.0885548602419384,0.0672815520232306
"1TuanPham/T-Llama",-2.00951503588733,0.0951685381454115
"222gate/bleagle-7b-v0.1-test",1.29548082365486,0.0528126386237809
"222gate/Blur-4x7b-MOE-v0.1",1.21026739715882,0.0514731744311544
"222gate/Blurdus-7b-v0.1",1.24026958028403,0.0541098173246594
"222gate/Blurred-Beagle-7b-slerp",1.23821708882378,0.0533889341903375
"222gate/BrurryDog-7b-v0.1",1.21952503080512,0.0553024038501763
"222limin/Liph-36-imatwarwithmyself",-0.952100107287511,0.076567320422025
"4season/alignment-model-test9",0.324299305222456,0.0994790593507396
"922-CA/monika-ddlc-7b-v1",-1.92288998007767,0.0959250318315009
"922CA/Silicon-Monika-7b",0.023705671884958,0.0624852692704394
"AA051610/A0105",-0.708108938052486,0.0818640511193183
"AA051610/A0106",-0.39441944280616,0.0713203107700694
"AA051610/A0120",-0.377306499321611,0.0707196915080721
"AA051610/A0121",-0.327663294647082,0.0735133459237949
"AA051610/A0127",-0.275759309115312,0.081043371604895
"AA051610/A11P",-0.602751877812791,0.076039129904858
"AA051610/A12P",-0.536858414303983,0.0759834077801196
"AA051610/A13",-0.783314562221906,0.0824546307178496
"AA051610/AZG",-0.631962104453817,0.0790471125418765
"AA051610/C0318-G",-0.772801391282917,0.0839242171155067
"AA051610/C0322-reft",-0.910259040145534,0.0815984809231139
"AA051610/C0325-L",-0.539860168947496,0.075267118658932
"AA051610/FT",-0.681425729979949,0.0796209240691072
"AA051610/O0128",-0.296572240284111,0.0795926802880249
"AA051610/Q",-0.334267048200157,0.0774087495078078
"AA051610/T1B",-1.35489835272987,0.081765143332011
"AA051610/T1C",-1.72202318976229,0.0833436346652764
"AA051610/T2A",-1.55375263131092,0.0832421077254484
"AA051610/testtest",-0.134881344174004,0.069566990616812
"AA051611/A0109",-0.340547297497709,0.0740726302200297
"AA051611/A0110",-0.385019957872429,0.0720541424298888
"AA051611/A0113",-0.371179203375126,0.0749169085596433
"AA051611/A0118",-0.941689050841432,0.0750953077655768
"AA051611/A0119",-0.623490718945558,0.0730429496116893
"AA051611/limb",-0.720640623404261,0.0737744695669383
"AA051611/O0201",-0.496343787132129,0.0745830654481725
"AA051611/V0201",-0.406596848793696,0.0780840569759116
"AA051611/V0202",-0.749751476285191,0.0821363273183326
"AA051611/whattest",-0.405768462654441,0.068266941100461
"AA051612/A0123",-0.333592697205943,0.0770045728253218
"AA051612/A0124",-0.362297585590606,0.0748941828864086
"AA051612/A0125",-0.357486148701391,0.0787568586331733
"AA051612/A0126",-0.254945153632073,0.0800987845466516
"AA051612/B0121",-0.284051867321763,0.0782050021477886
"AA051612/B0122",-0.340497781282841,0.07664435541807
"AA051615/A0204",-0.34525372737063,0.0820211510997164
"AA051615/A0221",-0.333149863671944,0.0748363803956322
"AA051615/A0304",-0.4457750923977,0.0755043104783599
"AA051615/A0305a",-0.899305622789337,0.0784386061733042
"AA051615/A0306",-0.513250044968568,0.072565206059239
"AA051615/A0308-G",-0.480873559583945,0.0737545154862147
"AA051615/L0223",-0.418137487075879,0.0758708143842003
"AA051615/L0225",-0.471492819120262,0.0760317260171344
"Aabbhishekk/llama2-7b-function-calling-slerp",-1.67449606239115,0.0953682207919374
"aari1995/germeo-7b-laser",-0.306796634843268,0.0854376940307193
"ab24g21/LaterLlamaV2",-1.09129040321721,0.0852186156059303
"ab24g21/llama-2-new",-1.07674524601398,0.0837634078518584
"abacaj/phi-2-super",-0.95720068756663,0.0789621031995655
"abacusai/bigstral-12b-32k",-0.756772204257265,0.0885729255794276
"abacusai/bigyi-15b",-1.43952631276516,0.0871384631997083
"abacusai/Fewshot-Metamath-Mistral",-0.839251307364443,0.0833463068988482
"abacusai/Fewshot-Metamath-OrcaVicuna-Mistral",-0.45957042308361,0.0657961727374998
"abacusai/Fewshot-Metamath-OrcaVicuna-Mistral-10B",-0.922559497916735,0.0883646000293505
"abacusai/Giraffe-13b-32k-v3",-1.0632964377268,0.0802622531876559
"abacusai/Giraffe-beta-13b-32k",-1.32031602130701,0.083324094366924
"abacusai/Liberated-Qwen1.5-14B",-1.14016495693005,0.0802781849081149
"abacusai/Liberated-Qwen1.5-72B",-0.595198107404274,0.0732846170387518
"abacusai/Liberated-Qwen1.5-7B",-1.50086596278509,0.0806468834741133
"abacusai/MetaMath-bagel-34b-v0.2-c1500",-0.611531011645534,0.0723416749880193
"abacusai/MetaMath-Bagel-DPO-34B",-0.353851315738115,0.074316805143873
"abacusai/MM-Orc-Vic-bagel-34b-c1000",-0.427039624528505,0.0704966327638867
"abacusai/MM-OV-bagel-DPO-34b-c1000-250",-0.328697355983088,0.0761003165422532
"abacusai/Slerp-CM-mist-dpo",0.768976383431936,0.0469318293244149
"abacusai/Smaug-2-72B",-0.358273872014407,0.0728217221311518
"abacusai/Smaug-34B-v0.1",0.0684363099649764,0.0771758755660962
"abacusai/Smaug-70B-v0.1",0.298677340577355,0.0751678754235187
"abacusai/Smaug-72B-v0.1",0.298677340577355,0.0751678754235187
"abacusai/Smaug-Mixtral-v0.1",0.269272145479252,0.0712251016286569
"abacusai/Smaugv0.1",0.0684363099649764,0.0771758755660962
"AbacusResearch/haLLAwa2",-0.0606774979836992,0.0666774772084906
"AbacusResearch/haLLAwa3",0.568218252208752,0.0569897437640828
"AbacusResearch/haLLawa4-7b",1.30527081887867,0.0531875783802394
"AbacusResearch/Jallabi-34B",-0.408900717520683,0.0699312724935648
"AbacusResearch/jaLLAbi2-7b",1.13909090591849,0.0531295958352957
"AbacusResearch/RasGulla1-7b",0.787002343203321,0.0446908607956342
"abdulrahman-nuzha/belal-finetuned-llama2-1024-v2.2",-1.69872711253157,0.0826561489456526
"abdulrahman-nuzha/belal-finetuned-llama2-v1.0",-1.68427071984296,0.0840204066152733
"abdulrahman-nuzha/finetuned-llama-v2.0",-1.69752213006279,0.0850433768992894
"abdulrahman-nuzha/finetuned-llama2-chat-5000-v1.0-squad",-1.92980076032072,0.0892788695892469
"abdulrahman-nuzha/finetuned-llama2-chat-5000-v2.0",-1.86831790733048,0.0878717651374245
"abdulrahman-nuzha/finetuned-Mistral-5000-v1.0",-0.48202618300488,0.0662416119360624
"abdulrahman-nuzha/finetuned-Mistral-7B-Instruct-v0.2-5000-v2.0",-0.578071299105077,0.0766884344402417
"Abhaykoul/HelpingAI-3B",-2.30971029933309,0.10557050315329
"Abhaykoul/vortex2",-2.33785523391872,0.0984911610506438
"abhinand/gemma-2b-it-tamil-v0.1-alpha",-1.92427936947263,0.0866390432326718
"abhinand/tamil-llama-13b-base-v0.1",-1.63521919415219,0.083994373200817
"abhinand/tamil-llama-13b-instruct-v0.1",-1.57410964763396,0.0836384535379531
"Abhinav7/NeuralPipe-7B-slerp",0.487387244090083,0.0447205808498631
"abhishek/autotrain-8kfjk-b3gva",-1.92696071637738,0.0924246199745171
"abhishek/autotrain-cei9g-ag3pe",-0.894345905538336,0.0871438702219271
"abhishek/autotrain-ixpiv-6kj1e",-0.419694640341158,0.0735741046733546
"abhishek/autotrain-xva0j-mixtral8x7b",-0.796628511055068,0.0865412081196092
"abhishekchohan/mistral-7B-forest",0.0747943512962083,0.070168387161591
"abhishekchohan/mistral-7B-forest-dpo",-0.00199731840064773,0.0737467233962668
"abhishekchohan/mistral-7B-forest-merge",-0.152807824428627,0.0736860645306197
"abhishekchohan/mistral-7B-forest-merge-v0.1",-0.164022479014209,0.0708768306405327
"abhishekchohan/mistral-7B-forest-v0.1",-0.353157408097003,0.063693325541055
"abhishekchohan/mistral-7B-med-merge",-0.152583508857602,0.0605263731117028
"abhishekchohan/SOLAR-10.7B-Instruct-Forest-DPO-v1",0.281395431704821,0.0696343045938914
"abhishekchohan/Yi-9B-Forest-DPO-v1.0",-1.15044015200684,0.0823182526236847
"abideen/AlphaMonarch-daser",1.75380749338225,0.0992290664219843
"abideen/AlphaMonarch-dora",1.86662307763478,0.107143744843096
"abideen/AlphaMonarch-laser",1.7624509600316,0.102117193373275
"abideen/gemma-7b-openhermes",-1.79383969937782,0.0992236003337312
"abideen/Mistral-v2-orpo",-0.35439922816846,0.0669852984570662
