Model_Name,Theta_ATLAS,Theta_WLE,SE,Num_Items,Time_Taken_Sec
0-hero/Matter-0.1-7B-boost-DPO-preview,0.0942770078068821,-0.00717645686688777,0.119913843680019,30,18.7284195423126
0-hero/Matter-0.1-Slim-7B-C,-0.0987031685940069,-0.134122030370693,0.121542474666494,30,18.5303962230682
0-hero/Matter-0.1-Slim-7B-C-DPO,-0.165861257822863,-0.088988052632049,0.123871202599208,30,18.3894641399384
0-hero/Matter-0.2-7B,0.000297334551626946,0.11092766324412,0.120201266674662,30,18.4123079776764
01-ai/Yi-34B,-0.0198052726952939,-0.111565929826252,0.124874452332238,30,18.4604387283325
0-hero/Matter-0.1-Slim-7B-preview,-0.125681902103869,-0.152251465500214,0.121883158038744,30,18.3943312168121
01-ai/Yi-34B-Chat,-0.256182062695717,-0.76289472873891,0.131216926684286,30,18.3811433315277
01-ai/Yi-34B-200K,-0.440671260479721,-0.677329309680237,0.130847046651356,30,18.3572556972504
01-ai/Yi-6B-200K,-0.494678497514876,-0.83089540721442,0.139726330390487,30,18.4676711559296
01-ai/Yi-9B-200K,-0.339006052623982,-0.191424157699414,0.125938253501945,30,18.4462864398956
01-ai/Yi-9B,-0.298470067422925,-0.173518353204112,0.126163127148956,30,18.467538356781
152334H/miqu-1-70b-sf,0.480794475635899,0.555241776178038,0.117482443415123,30,18.4939699172974
1TuanPham/T-Llama,-0.828486717128462,-0.857689139487006,0.133134958776528,30,18.4254059791565
222gate/Blur-4x7b-MOE-v0.1,0.983075359454387,1.02392340867839,0.119420507093277,30,18.4851369857788
222gate/bleagle-7b-v0.1-test,1.02616191629661,0.82889954323626,0.123019672114208,30,18.483473777771
222gate/Blurdus-7b-v0.1,0.94614133132603,0.93303419329206,0.116505005861636,30,18.4216029644012
222limin/Liph-36-imatwarwithmyself,0.309449880960395,0.325481016098894,0.121162243068381,30,18.4824800491333
222gate/Blurred-Beagle-7b-slerp,1.18372198921687,1.09088704778788,0.135645247793572,30,18.4907720088959
222gate/BrurryDog-7b-v0.1,1.05566396413088,0.89205027830281,0.125603585236394,30,18.4970650672913
4season/alignment-model-test3,0.153214875271168,-0.194882912358783,0.116630983685446,30,18.4514181613922
4season/alignment-model-test10,-0.0717538505364988,0.145862012559614,0.122622358867677,30,18.4669756889343
4season/alignment-model-test9,0.105529513450516,-0.150163451156555,0.119232998446993,30,18.4704420566559
4season/alignment_model_test,0.53916594459265,0.224323388498278,0.116940604468672,30,18.5022783279419
922CA/Silicon-Monika-7b,0.214274697075067,0.389653784730265,0.117201778034016,30,18.5008978843689
AA051610/A0105,0.2384241424481,0.15112466209828,0.116253186018974,30,18.4235095977783
AA051610/A0127,0.358779865091366,0.500506006701868,0.117968553837646,30,18.4698846340179
AA051610/A11P,-0.00377552677348207,0.28073006704292,0.122911354277568,30,18.4090046882629
AA051610/A0120,0.291548567649924,0.575571233342172,0.11569025445422,30,18.4982821941376
AA051610/C0318-G,0.817107844089692,0.850333985120482,0.106420303430581,30,18.5776672363281
AA051610/A12P,0.192444488020118,0.101440741206225,0.119701981068505,30,18.4464042186737
AA051610/A13,-0.18604464443461,-0.0119809866933135,0.122398159365316,30,18.4284117221832
AA051610/AZG,0.0252474669243424,0.259946777793123,0.12115697130058,30,18.4507853984833
AA051610/A0106,0.335975523427161,0.408601441348343,0.116072325286733,30,18.5012013912201
AA051610/A0121,0.0512192479860046,0.321377834777597,0.119070446536242,30,18.5114684104919
AA051610/C0325-L,0.687118918916168,0.984595003380557,0.108119764816321,30,18.4861845970154
AA051610/FT,0.253572970256485,0.226963926311934,0.11794065929523,30,18.2822318077087
AA051610/O0128,0.439727473671535,0.629586080623611,0.116709782032798,30,18.1011185646057
AA051610/C0322-reft,0.34613388952144,-0.297652475891433,0.118410676658799,30,18.0195114612579
AA051611/A0110,0.326520621932287,0.507622234975805,0.115089951470027,30,17.9492890834808
AA051611/A0109,0.342177801653225,0.490483676787602,0.115616479808539,30,17.9683973789215
AA051610/testtest,0.0722749147613491,0.310766048824099,0.119869791905338,30,17.8638634681702
AA051611/A0113,0.433602686036572,0.367655912066109,0.116739935901853,30,17.84645819664
AA051611/O0201,0.195880372202314,0.201132406368968,0.11703456531234,30,17.8658852577209
AA051611/A0119,0.289836367081544,0.208170982019033,0.119203973191306,30,17.8332855701447
AA051611/V0202,-0.125418159469343,-0.221319625816458,0.123726179757465,30,17.8342378139496
AA051611/V0201,-0.0212131993125169,0.0670514060884857,0.120717102684231,30,17.7913699150085
AA051611/whattest,0.622104303417613,0.737002962730214,0.112381441554979,30,17.8063831329346
AA051612/A0123,0.30168299363418,0.455598785124027,0.118553658953233,30,17.8306238651276
AA051612/A0125,0.431367644293025,0.317960939542528,0.119305283383708,30,17.8225774765015
AA051612/A0126,0.456803867993226,0.557540999948093,0.116602100622227,30,17.7962040901184
AA051612/B0121,0.233029463756733,0.0161420546840167,0.122775817387815,30,17.8019592761993
AA051612/B0122,-0.305013769727546,-0.739539931116059,0.125605014032418,30,17.8445796966553
AA051615/A0204,0.231351734818809,0.240182052248154,0.11609357914736,30,17.8246109485626
AA051615/A0221,0.233521764096058,0.241810539475546,0.11612491077983,30,17.8185791969299
AA051615/A0304,0.112839554869275,0.233764500996027,0.119240154925602,30,17.7688326835632
AA051612/A0124,0.406854437604698,0.428238227809159,0.119267149087097,30,17.8178694248199
AA051611/A0118,-0.834233325739016,-1.08240760603171,0.13391499121236,30,17.782331943512
AA051615/A0305a,0.0976075046459666,0.324380717753124,0.124706401698961,30,17.8329637050629
AA051611/limb,0.211991878676726,0.100488136082201,0.116338312636979,30,17.8346817493439
AA051615/A0306,0.0654381268533211,0.13553281020381,0.120492697728023,30,17.7952055931091
AA051615/L0223,0.317242712133271,0.357688441256353,0.115351938635775,30,17.7798380851746
AA051615/A0308-G,0.38866713951138,0.308742832812142,0.116880903689786,30,17.8378291130066
AA051615/L0225,0.171657359878919,0.25336302227103,0.117341056448635,30,17.8481948375702
Aabbhishekk/llama2-7b-function-calling-slerp,-0.954296232331019,-1.27829825982219,0.131432153790299,30,17.8380665779114
aari1995/germeo-7b-laser,-0.45143605870943,-0.347853607370118,0.130015798185814,30,17.8099596500397
ab24g21/LaterLlamaV2,-0.667661578724377,-0.838158878873269,0.134043042279152,30,17.7858426570892
ab24g21/llama-2-new,-0.736743072455125,-0.852803837257499,0.133969204425355,30,17.7879884243011
